, Fuel Type, Transmission, Driving Range (km), Engine, Electric Motor, Peak Motor Performance, Battery, Turbo / SuperCharger, Drivetrain, Others, Steering Type, Minimum Turning Radius, Suspension - Front, Suspension - Rear, Wheels Type, Tyres Size - Front, Tyres Size - Rear, Spare Wheel, Passenger Capacity, Length (mm), Width (mm), Height (mm), Wheelbase (mm), No of Seating Rows, No of Doors, Airbags, Seat Belt Warning, Child Lock, Anchor Points for Child Seat, Overspeed Warning, Speed Sensing Door Lock, Middle rear three-point seatbelt, Central Locking, Type of Instrument Cluster / Dashboard Display, Tyre Pressure Monitoring (TPMS), Parking Sensors, Tachometer, Unit / Display Size, Android / Apple Connectivity , Steering Mounted Controls, Speakers, FM Radio, Bluetooth Connectivity, USB / Pen-Drive Support, Aux Support, Air Conditioner, Heater, Front AC, Anti-glare Rear View Mirrors, 12V Power Outlets, Brake Type - Front, Break Type - Rear, ABS - Anti Lock Braking System, EBD - Electronic Brake-force Distribution, Electronic Stability Program (ESP), Seat Upholstery, Adjustment Options - Driver Seat, Adjustment Options - Front Passanger Seat, Headrests, Rear Passenger Seats Type, Folding Rear Seat, Split Rear Seat, Power Windows, Rear Glass Defogger, Exterior Door Handles, Interior Door Handles, Outside Rear View Mirrors (ORVMs), Adjustable ORVM, Turn Indicators on ORVM, Headlights, Headlight Height Adjuster, Follow me home head Lights, Fog Lamps, Tail Light, Interiors, Interior Colour(s), Cup Holders, Pockets inside Door, Pockets in Front Seat-back, Body Coloured Bumpers, Warranty (Max Kilometres), Battery Warranty (Years), Battery Warranty (Max Kilometres),NAME, Find My Car, Vehicle Status on App, Remote Car Lock/Unlock Via app, Remote AC Control Via app, Remote Car Light Flashing & Honking Via app, Emergency Call, Over The Air (OTA) Updates, Geo-Fence, Integrated Music System, Infotainment Display, Voice Command Support, GPS & Navigation, Vanity Mirrors on Sun Visors, Leather-wrapped Steering, Parking Assist, Push Button Start / Stop, Steering Adjustment, WIndow Control: One Touch - Up, Window Control: One Touch -Down, Engine Type, Peak Power (bhp@rpm), Peak Torque (Nm@rpm), Emission Standard, Bootspace / Dicky Capacity (L), Fuel Tank Capacity (L), Curb Weight (kgs), Anti theft Engine immobilizer, Flashing Emergency Brake Light , Mileage or  Average Fuel Consumption, Real Time Mileage, Average Speed, Distance to Empty, Trip Meter, Low Fuel Warning, Door Not Closed Warning, Adjustable Cluster Brightness, Active Gear Display, Clock, Headlights On Reminder, iPod Compatibility, MP3 Playback, Rear AC, Boot Access from the Last Row Seats, Head Rest for Middle Rear Seat, Brake Assist in Emergency (BA), Traction Control, Hill Hold Assist, Hill Descent Control, Adjustment Options - Rear Row Seat, Driver Armrest, Armrest for Rear Seat, Rear Wiper, Boot / Dikki Opener, Daytime Running Lights, Lights inside Cabin, Storage in Driver Armrest, Reading Lamp for Rear Passengers, Roof Mounted Antenna, Chrome Finish Exhaust pipe, Body Kit, Rub - Strips, Warranty (Years), Seat Adjustment, Cornering Headlights, Time for 0-100 kmph Acceleration , Cruise Control Driving Mode, Rain-sensing Wipers, Automatic Head Lights, Lights on Vanity Mirrors, Sunroof / Moonroof, Forward Collision Warning , Automatic Emergency Braking, Lane Departure Warning, Gear Shift Indicator, Remote Sunroof Open/Close Via app, Doot Sill Plates, Sunglass Holder, Wireless Charger, Cooled Glove Box, Ventilated Seats, Ventilated Seat Type, Ambient or soft Interior Lighting, Ground Clearance (mm), AC for Third Row, Adjustment Options - Third Row Seat, Third Row Seats Type, Split Third Row Seat, Battery Charging, NCAP Rating (Best - 5 Star), Third Row Cup Holders, 4x4 or All Wheel Drive, Differential Lock, Puddle Lights
54, Petrol," Automatic (CVT) - 6 Gears, Manual Override",," 1451 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,, Turbocharged, FWD,, Power assisted (Electric),, Macpherson Strut with Stabilizer Bar, Semi Independent Helical Spring Torsion Beam, Alloy Wheels, 215 / 60 R17, 215 / 60 R17, Steel, 7, 4720, 1835, 1760, 2750, 3, 5," 6 Airbags (Driver, Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Keyless, Analogue - Digital ,No information, Front & Rear, Analogue,," Android Auto (Yes), Apple Car Play (Yes)",No information, 8,No information, Phone & Audio Streaming,No information,No information, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Manual - Internal Only, 1, Disc, Disc,No information,No information,No information, Leather," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 4 way electrically adjustable (seat forward / back, backrest tilt forward / back) + 2 way manually adjustable (headrest up / down)", Front & Rear, Bench, Full, 60:40 split, Front & Rear,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable,No information, LED,No information,No information," LED on front, LED on rear", LED, Dual Tone, Argil Brown & Black, Front & Rear, Front & Rear,No information,No information, Unlimited,,No information,MG Hector Plus Savvy Pro 1.5 Turbo Petrol CVT 7 STR Dual Tone,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, 360 Camera,No information, Tilt & Telescopic, Driver, All, 1.5L Turbocharged Intercooled, 141 bhp @ 5000 rpm, 250 Nm @ 1600 rpm, BS6 Phase 2, 155, 60,,No information,No information,No information,No information,,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information,  Vents Behind Front Armrest,No information,,No information,No information,No information,," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information, Foot Trigger Opening/Automatic, LED, Front and Rear,No information,No information,No information,, Cladding - Black/Grey, Chrome Inserts, 5, 6 Way, Passive,,No information,No information,No information, Driver & Co-Driver, Panoramic Sunroof,,,,,No information, Metallic,No information,No information,No information,,, Multi-colour, 192,"  Vents on Side Panels, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,,,,,,
55, Diesel, Manual - 6 Gears,," 1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,, Turbocharged, FWD,, Power assisted (Electric),, Macpherson Strut with Stabilizer Bar, Semi Independent Helical Spring Torsion Beam, Alloy Wheels, 215 / 55 R18, 215 / 55 R18, Steel, 7, 4720, 1835, 1760, 2750, 3, 5," 6 Airbags (Driver, Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Keyless, Analogue - Digital ,No information, Front & Rear, Analogue,," Android Auto (Yes), Apple Car Play (Yes)",No information, 8,No information, Phone & Audio Streaming,No information,No information, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Manual - Internal Only, 1, Disc, Disc,No information,No information,No information, Leather," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 4 way electrically adjustable (seat forward / back, backrest tilt forward / back) + 2 way manually adjustable (headrest up / down)", Front & Rear, Bench, Full, 60:40 split, Front & Rear,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable,No information, LED,No information,No information," LED on front, LED on rear", LED, Dual Tone, Argil Brown & Black, Front & Rear, Front & Rear,No information,No information, Unlimited,,No information,MG Hector Plus Sharp Pro 2.0 Turbo Diesel 7 STR Dual Tone,No information,No information,No information,,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, 360 Camera,No information, Tilt & Telescopic, Driver, All, 2.0L Turbocharged Intercooled, 168 bhp @ 3750 rpm, 350 Nm @ 1750 rpm, BS6 Phase 2, 155, 60,,No information,No information,No information,No information,,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information,  Vents Behind Front Armrest,No information,,No information,No information,No information,," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information, Foot Trigger Opening/Automatic, LED, Front and Rear,No information,No information,No information,, Cladding - Black/Grey, Chrome Inserts, 5, 6 Way, Passive,,No information,No information,No information, Driver & Co-Driver, Panoramic Sunroof,,,,No information,No information, Metallic,No information,No information,No information,,, Multi-colour, 192,"  Vents on Side Panels, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,,,,,,
56, Electric," Automatic - Not Applicable Gears, Sport Mode", 419,"  Not Applicable Cylinders Not Applicable, Not Applicable Valves/Cylinder, Not Applicable", 1 Permanent magnet synchronous Placed At Front  Axle, 174 bhp  280 Nm," 50.3 kWh, Lithium Ion,Battery Placed Under Floor Pan", Not Applicable, FWD," Regenerative Braking, Pure Electric Driving Mode", Power assisted (Electric), 5.6, MacPherson Strut, Torsion Beam, Alloy Wheels, 215 / 55 R17, 215 / 55 R17, Space Saver, 5, 4323, 1809, 1649, 2585, 2, 5," 6 Airbags (Driver, Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Remote, Digital,No information, Rear,No information,," Android Auto (Yes), Apple Car Play (Yes)",No information, 4,No information, Phone & Audio Streaming,No information,No information, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Manual - Internal Only,No information, Disc, Disc,No information,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, 60:40 split, Front & Rear,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable,No information, LED,No information,No information,, LED, Single Tone, Dark Grey, Front Only, Front & Rear,,No information, Unlimited, 8, 150000,MG ZS EV Excite,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, 360 Camera,No information, Tilt, Driver, Driver, Three Phase Permanent Magnet Synchronous Motor,,, BS 6, 448,,,No information,No information,,No information,No information,No information, 2 Trips,No information,No information,,, Digital,No information,No information,No information,  Vents Behind Front Armrest,No information,No information,No information,No information,No information,No information, 2 way manually adjustable (headrest up / down),No information,,No information, Electric Tailgate Release, LED, Front,No information,,No information,,, Silver, 5, 2 Way,,,No information,No information,No information,,,,,,,,,,,,,,,,,,,," 16 Hrs @ 220 Volt, 50 Mins Fast Charging", 5 Star (Euro NCAP),,,,
57, Electric," Automatic - Not Applicable Gears, Sport Mode", 461,"  Not Applicable Cylinders Not Applicable, Not Applicable Valves/Cylinder, Not Applicable", 1 Permanent magnet synchronous Placed At Front  Axle, 174 bhp  280 Nm," 50.3 kWh, Lithium Ion,Battery Placed Under Floor Pan", Not Applicable, FWD," Regenerative Braking, Pure Electric Driving Mode", Power assisted (Electric), 5.6, MacPherson Strut, Torsion Beam, Alloy Wheels, 215 / 55 R17, 215 / 55 R17, Space Saver, 5, 4323, 1809, 1649, 2585, 2, 5," 6 Airbags (Driver, Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Remote, Digital,No information, Rear,No information,," Android Auto (Yes), Apple Car Play (Yes)",No information, 6,No information, Phone & Audio Streaming,No information,No information, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Manual - Internal Only,No information, Disc, Disc,No information,No information,No information, Leather," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, 60:40 split, Front & Rear,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable,No information, LED,No information,No information,, LED, Dual Tone," Dark Grey, Iconic Ivory ", Front & Rear, Front & Rear,No information,No information, Unlimited, 8, 150000,MG ZS EV Exclusive,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, 360 Camera,No information, Tilt, Driver, Driver, Three Phase Permanent Magnet Synchronous Motor,,, BS 6, 448,,,No information,No information,,No information,No information,No information, 2 Trips,No information,No information,,, Digital,No information,No information,No information,  Vents Behind Front Armrest,No information,No information,No information,No information,No information,No information, 2 way manually adjustable (headrest up / down),No information,,No information, Electric Tailgate Release, LED, Front,No information,,No information,,, Silver, 5, 2 Way,, 8.5,No information,No information,No information,, Panoramic Sunroof,,No information,No information,,,,,No information,,,,,,,,,,  50 Mins Fast Charging, 5 Star (Euro NCAP),,,,
58, Electric," Automatic - Not Applicable Gears, Sport Mode", 461,"  Not Applicable Cylinders Not Applicable, Not Applicable Valves/Cylinder, Not Applicable", 1 Permanent magnet synchronous Placed At Front  Axle, 174 bhp  280 Nm," 50.3 kWh, Lithium Ion,Battery Placed Under Floor Pan", Not Applicable, FWD," Regenerative Braking, Pure Electric Driving Mode", Power assisted (Electric), 5.6, MacPherson Strut, Torsion Beam, Alloy Wheels, 215 / 55 R17, 215 / 55 R17, Space Saver, 5, 4323, 1809, 1649, 2585, 2, 5," 6 Airbags (Driver, Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Remote, Digital,No information, Rear,No information,," Android Auto (Yes), Apple Car Play (Yes)",No information, 6,No information, Phone & Audio Streaming,No information,No information, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Manual - Internal Only,No information, Disc, Disc,No information,No information,No information, Leather," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, 60:40 split, Front & Rear,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable,No information, LED,No information,No information,, LED, Dual Tone," Dark Grey, Iconic Ivory ", Front & Rear, Front & Rear,No information,No information, Unlimited, 8, 150000,MG ZS EV Exclusive Iconic Ivory,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, 360 Camera,No information, Tilt, Driver, Driver, Three Phase Permanent Magnet Synchronous Motor,,, BS 6, 448,,,No information,No information,,No information,No information,No information, 2 Trips,No information,No information,,, Digital,No information,No information,No information,  Vents Behind Front Armrest,No information,No information,No information,No information,No information,No information, 2 way manually adjustable (headrest up / down),No information,,No information, Electric Tailgate Release, LED, Front,No information,,No information,,, Silver, 5, 2 Way,, 8.5,No information,No information,No information,, Panoramic Sunroof,,No information,No information,,,,,No information,,,,,,,,,,  50 Mins Fast Charging, 5 Star (Euro NCAP),,,,
59, Diesel," Automatic (TC) - 8 Gears, Manual Override, Sport Mode",," 1996 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,, Turbocharged, RWD,  Idle Start/Stop, Power assisted (Electric),, Dual Helix Independent Suspension, Five Link Integral Suspension, Alloy Wheels, 255 / 55 R19, 255 / 55 R19, Alloy, 7, 4985, 1926, 1867, 2950, 3, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Analogue - Digital ,, Front & Rear, Analogue,," Android Auto (No), Apple Car Play (No)",No information, 6,No information, Phone & Audio Streaming,No information,No information, Yes (Manual),No information," Single Zone, Common Fan Speed Control", Manual - Internal Only, 4, Disc, Disc,No information,No information,No information, Fabric + Leatherette," 2 way electrically adjustable (lumbar forward / back) + 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)"," Front, Second & Third", Bench, Full, 60:40 split, Front & Rear,No information, Chrome, Silver, Dual Tone, Electrically Adjustable & Retractable,No information, LED,No information,No information, Halogen, LED, Single Tone, Black, Front & Rear, Front & Rear,No information,No information, 100000,,No information,MG Gloster Super 7 STR 2.0 Turbo 2WD,,,,,,,,,No information, Touch-screen Display,,No information, Driver & Co-Driver,, Reverse Camera with Guidance,No information, Tilt, Driver, Driver, 2.0L SC20M Turbocharged I4, 158 bhp @ 4000 rpm, 373.5 Nm @ 1500 rpm, BS6 Phase 2, 343, 75,,No information,No information,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information," Blower, Vents on Roof",No information,No information,No information,No information,No information,No information," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information, Electric Tailgate Release, LED, Front and Rear,No information,No information,,No information, Cladding - Black/Grey,, 3, 6 Way,,,No information,No information,No information, Driver & Co-Driver,,,,, Dynamic,, Metallic,No information,,,,,,," Blower, Vents on Roof"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 60:40 split,, 5 Star (ANCAP),No information,,,
60, Diesel," Automatic (TC) - 8 Gears, Manual Override, Sport Mode",," 1996 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,, Turbocharged, RWD,  Idle Start/Stop, Power assisted (Electric),, Dual Helix Independent Suspension, Five Link Integral Suspension, Alloy Wheels, 255 / 55 R19, 255 / 55 R19, Alloy, 7, 4985, 1926, 1867, 2950, 3, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Analogue - Digital ,No information, Front & Rear, Analogue,," Android Auto (Yes), Apple Car Play (Yes)",No information, 12,No information, Phone & Audio Streaming,No information,No information, Yes (Automatic Three Zone),No information," Two Zones, Individual Fan Speed Controls", Electronic - Internal Only, 4, Disc, Disc,No information,No information,No information, Leather," 10 way electrically adjustable with 2 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," Front, Second & Third", Bench, Full, 60:40 split, Front & Rear,No information, Chrome, Silver, Dual Tone, Electrically Adjustable & Retractable,No information, LED,No information,No information, Halogen, LED, Dual Tone, Luxury Brown / Black, Front & Rear, Front & Rear,No information,No information, 100000,,No information,MG Gloster Sharp 7 STR 2.0 Turbo 2WD,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, 360 Camera,No information, Tilt & Telescopic, All, All, 2.0L SC20M Turbocharged I4, 158 bhp @ 4000 rpm, 373.5 Nm @ 1500 rpm, BS6 Phase 2, 343, 75,,No information,No information,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information," Separate Zone, Vents on Roof , Common Fan Speed Control",No information,No information,No information,No information,No information,No information," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information, Foot Trigger Opening/Automatic, LED, Front and Rear,No information,No information,,No information, Cladding - Black/Grey,, 3, 6 Way, Passive,,No information,No information,No information, Driver & Co-Driver, Panoramic Sunroof,,,, Dynamic,No information, Illuminated,No information,No information,, Front only, Heated and cooled,,," Blower, Vents on Roof"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 60:40 split,, 5 Star (ANCAP),No information, Full-time, Electronic,
61, Diesel," Automatic (TC) - 8 Gears, Manual Override, Sport Mode",," 1996 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,, Turbocharged, RWD,  Idle Start/Stop, Power assisted (Electric),, Dual Helix Independent Suspension, Five Link Integral Suspension, Alloy Wheels, 255 / 55 R19, 255 / 55 R19, Alloy, 6, 4985, 1926, 1867, 2950, 3, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Keyless, Analogue - Digital ,No information, Front & Rear, Analogue,," Android Auto (Yes), Apple Car Play (Yes)",No information, 12,No information, Phone & Audio Streaming,No information,No information, Yes (Automatic Three Zone),No information," Two Zones, Individual Fan Speed Controls", Electronic - Internal Only, 4, Disc, Disc,No information,No information,No information, Leather," 10 way electrically adjustable with 2 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," Front, Second & Third", Captain Seats, Partial,, Front & Rear,No information, Chrome, Silver, Dual Tone, Electrically Adjustable & Retractable,No information, LED,No information,No information, Halogen, LED, Dual Tone, Luxury Brown / Black, Front & Rear, Front & Rear,No information,No information, 100000,,No information,MG Gloster Savvy 7 STR 2.0 Turbo 2WD,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, 360 Camera,No information, Tilt & Telescopic, All, All, 2.0L SC20M Turbocharged I4, 158 bhp @ 4000 rpm, 373.5 Nm @ 1500 rpm, BS6 Phase 2, 343, 75,,No information,No information,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information," Separate Zone, Vents on Roof , Common Fan Speed Control",No information,,No information,No information,No information,No information," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information, Foot Trigger Opening/Automatic, LED, Front and Rear,No information,No information,,No information, Cladding - Black/Grey,, 3, 6 Way, Passive,, Adaptive,No information,No information, Driver & Co-Driver, Panoramic Sunroof,No information,No information,No information, Dynamic,No information, Illuminated,No information,No information,, Front only, Heated and cooled, Multi-colour,," Blower, Vents on Roof"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 60:40 split,, 5 Star (ANCAP),No information, Full-time, Electronic,No information
62, Diesel," Automatic (TC) - 8 Gears, Manual Override, Sport Mode",," 1996 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,, Turbocharged, RWD,  Idle Start/Stop, Power assisted (Electric),, Dual Helix Independent Suspension, Five Link Integral Suspension, Alloy Wheels, 255 / 55 R19, 255 / 55 R19, Alloy, 6, 4985, 1926, 1867, 2950, 3, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Keyless, Analogue - Digital ,No information, Front & Rear, Analogue,," Android Auto (Yes), Apple Car Play (Yes)",No information, 12,No information, Phone & Audio Streaming,No information,No information, Yes (Automatic Three Zone),No information," Two Zones, Individual Fan Speed Controls", Electronic - Internal Only, 4, Disc, Disc,No information,No information,No information, Leather," 10 way electrically adjustable with 2 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," Front, Second & Third", Captain Seats, Partial,, Front & Rear,No information, Chrome, Silver, Dual Tone, Electrically Adjustable & Retractable,No information, LED,No information,No information, Halogen, LED, Dual Tone, Luxury Brown / Black, Front & Rear, Front & Rear,No information,No information, 100000,,No information,MG Gloster Savvy 6 STR 2.0 Turbo 2WD,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, 360 Camera,No information, Tilt & Telescopic, All, All, 2.0L SC20M Turbocharged I4, 158 bhp @ 4000 rpm, 373.5 Nm @ 1500 rpm, BS6 Phase 2, 343, 75,,No information,No information,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information," Separate Zone, Vents on Roof , Common Fan Speed Control",No information,,No information,No information,No information,No information," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information, Foot Trigger Opening/Automatic, LED, Front and Rear,No information,No information,,No information, Cladding - Black/Grey,, 3, 6 Way, Passive,, Adaptive,No information,No information, Driver & Co-Driver, Panoramic Sunroof,No information,No information,No information, Dynamic,No information, Illuminated,No information,No information,, Front only, Heated and cooled, Multi-colour,," Blower, Vents on Roof"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 60:40 split,, 5 Star (ANCAP),No information, Full-time, Electronic,No information
63, Diesel," Automatic (TC) - 8 Gears, Manual Override, Sport Mode",," 1996 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,, Turbocharged, RWD,  Idle Start/Stop, Power assisted (Electric),, Dual Helix Independent Suspension, Five Link Integral Suspension, Alloy Wheels, 255 / 55 R19, 255 / 55 R19, Alloy, 6, 4985, 1926, 1867, 2950, 3, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Keyless, Analogue - Digital ,No information, Front & Rear, Analogue,," Android Auto (Yes), Apple Car Play (Yes)",No information, 12,No information, Phone & Audio Streaming,No information,No information, Yes (Automatic Three Zone),No information," Two Zones, Individual Fan Speed Controls", Electronic - Internal Only, 4, Disc, Disc,No information,No information,No information, Leather," 10 way electrically adjustable with 2 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," Front, Second & Third", Captain Seats, Partial,, Front & Rear,No information, Chrome, Silver, Dual Tone, Electrically Adjustable & Retractable,No information, LED,No information,No information, Halogen, LED, Dual Tone, Luxury Brown / Black, Front & Rear, Front & Rear,No information,No information, 100000,,No information,MG Gloster Blackstorm 6 STR 2.0 Turbo 2WD,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, 360 Camera,No information, Tilt & Telescopic, All, All, 2.0L SC20M Turbocharged I4, 158 bhp @ 4000 rpm, 373.5 Nm @ 1500 rpm, BS6 Phase 2, 343, 75,,No information,No information,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information," Separate Zone, Vents on Roof , Common Fan Speed Control",No information,,No information,No information,No information,No information," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information, Foot Trigger Opening/Automatic, LED, Front and Rear,No information,No information,,No information, Cladding - Black/Grey,, 3, 6 Way, Passive,, Adaptive,No information,No information, Driver & Co-Driver, Panoramic Sunroof,No information,No information,No information, Dynamic,No information, Illuminated,No information,No information,, Front only, Heated and cooled, Multi-colour,," Blower, Vents on Roof"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 60:40 split,, 5 Star (ANCAP),No information, Full-time, Electronic,No information
