, Fuel Type, Transmission, Top Speed, Time for 0-100 kmph Acceleration , Mileage - ARAI Reported, Driving Range (km), Engine, Engine Type, Peak Power (bhp@rpm), Peak Torque (Nm@rpm), Turbo / SuperCharger, Drivetrain, Others, Emission Standard, Steering Type, Minimum Turning Radius, Suspension - Front, Suspension - Rear, Wheels Type, Tyres Size - Front, Tyres Size - Rear, Spare Wheel, Bootspace / Dicky Capacity (L), Fuel Tank Capacity (L), Passenger Capacity, Length (mm), Width (mm), Height (mm), Wheelbase (mm), Curb Weight (kgs), No of Seating Rows, No of Doors, NCAP Rating (Best - 5 Star), Airbags, Seat Belt Warning, Child Lock, Anchor Points for Child Seat, Overspeed Warning, Speed Sensing Door Lock, Anti theft Engine immobilizer, Middle rear three-point seatbelt, Flashing Emergency Brake Light , Central Locking, Type of Instrument Cluster / Dashboard Display, Mileage or  Average Fuel Consumption, Real Time Mileage, Average Speed, Distance to Empty, Trip Meter, Low Fuel Warning, Door Not Closed Warning, Adjustable Cluster Brightness, Active Gear Display, Tyre Pressure Monitoring (TPMS), Gear Shift Indicator, Parking Sensors, Parking Assist, Clock, Headlights On Reminder, Tachometer, Integrated Music System, Infotainment Display, Voice Command Support, Android / Apple Connectivity , Steering Mounted Controls, Speakers, FM Radio, Bluetooth Connectivity, USB / Pen-Drive Support, Aux Support, CD Player, MP3 Playback, Cruise Control Driving Mode, Steering Adjustment, Air Conditioner, Heater, Front AC, Rear AC, Vanity Mirrors on Sun Visors, Anti-glare Rear View Mirrors, 12V Power Outlets, Boot Access from the Last Row Seats, Head Rest for Middle Rear Seat, Brake Type - Front, Break Type - Rear, ABS - Anti Lock Braking System, EBD - Electronic Brake-force Distribution, Brake Assist in Emergency (BA), Electronic Stability Program (ESP), Traction Control, Hill Hold Assist, Braking Performance, Seat Upholstery, Adjustment Options - Driver Seat, Adjustment Options - Front Passanger Seat, Adjustment Options - Rear Row Seat, Driver Armrest, Armrest for Rear Seat, Headrests, Rear Passenger Seats Type, Power Windows, WIndow Control: One Touch - Up, Window Control: One Touch -Down, Rain-sensing Wipers, Rear Glass Defogger, Exterior Door Handles, Interior Door Handles, Blinds - Side Window, Blinds - Rear Windshield, Doot Sill Plates, Outside Rear View Mirrors (ORVMs), Adjustable ORVM, Turn Indicators on ORVM, Boot / Dikki Opener, Headlights, Automatic Head Lights, Headlight Height Adjuster, Follow me home head Lights, Daytime Running Lights, Fog Lamps, Tail Light, Interiors, Leather-wrapped Steering, Interior Colour(s), Lights inside Cabin, Ambient or soft Interior Lighting, Cup Holders, Cooled Glove Box, Light inside Glove Box, Storage in Driver Armrest, Pockets inside Door, Pockets in Front Seat-back, Lights on Vanity Mirrors, Reading Lamp for Rear Passengers, Sunglass Holder, Sunroof / Moonroof, Roof Mounted Antenna, Body Coloured Bumpers, Warranty (Years), Warranty (Max Kilometres), Battery Warranty (Max Kilometres), Seat Adjustment,NAME, Wireless Charger, GPS & Navigation, Chrome Finish Exhaust pipe, 4x4 or All Wheel Drive, Unit / Display Size, Hill Descent Control, Ride Height Adjustment, Folding Rear Seat, Split Rear Seat, High-beam Assist, Lane Departure Warning, iPod Compatibility, Internal Hard-disk, Push Button Start / Stop, Cornering Headlights, Leather-wrapped Gear Knob, Body Kit, Rub - Strips, Ground Clearance (mm), Differential Lock, Electric Motor, Battery, Puncture Repair Kit, Gesture Control Support, Display for Rear Passengers, Adjustment Options - Third Row Seat, Third Row Seats Type, Split Third Row Seat, Rear Wiper, Puddle Lights, Third Row Cup Holders, Battery Warranty (Years), Seat Base Sliding, Peak Motor Performance, Alternate Fuel, Forward Collision Warning , Automatic Emergency Braking, Find My Car, Vehicle Status on App, Remote Car Lock/Unlock Via app, Remote AC Control Via app, Remote Car Light Flashing & Honking Via app, Emergency Call, Over The Air (OTA) Updates, Geo-Fence, Heads Up Display (HUD), DVD Playback, Limited Slip Differential (LSD), Ventilated Seats, Ventilated Seat Type, Alexa Compatibility, Four Wheel Steering
0, Petrol," Automatic (DCT) - 7 Gears, Paddle Shift, Sport Mode", 241, 7.3, 17.4, 941," 1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L I4 TFSI, 188 bhp @ 4200 rpm, 320 Nm @ 1450 rpm, Turbocharged, FWD," Regenerative Braking, Idle Start/Stop", BS 6, Power assisted (Electric), 5.8, 5-link Suspension with Tubular Anti-roll Bar, 5-link Suspension with Tubular Anti-roll Bar, Alloy Wheels, 225 / 50 R17, 225 / 50 R17, Alloy, 460, 54, 5, 4762, 1847, 1433, 2819, 1550, 2, 4, 5 Star (Euro NCAP)," 8 Airbags (Driver, Passenger, 2 Curtain, Driver Side, Front Passenger Side, 2 Rear Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Analogue,No information,No information,No information,No information, Multi-Function Display,No information,No information,No information,No information,No information, Dynamic, Rear, Reverse Camera with Guidance, Digital,No information, Analogue,No information, Touch-screen Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information, 6+,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information, Tilt & Telescopic, Yes (Automatic Three Zone),No information," Two Zones, Individual Fan Speed Controls"," Separate Zone, Vents Behind Front Armrest, Individual Fan Speed Controls", Driver & Co-Driver, Electronic - Internal Only, 2,No information,No information, Disc, Disc,No information,No information,No information,No information,No information,No information, 41.6, Leather," 12 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 12 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", 2 way manually adjustable (headrest up / down),No information,No information, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Painted, Rear - Manual, Electric, Plastic, Body Coloured, Electrically Adjustable & Retractable,No information, Internal with Remote, LED,No information,No information,No information, LED, LED on front, LED, Dual Tone,No information," Black / Atlas Beige with Sliver Aluminum Ellipse Trim, Black / Okapi Brown with Sliver Aluminum Ellipse Trim", Front and Rear,No information, Front & Rear,No information,No information,No information, Front & Rear,No information, Co-Driver Only,No information,No information, Electrically Adjustable,No information,No information, 2, Unlimited,No information, 2 Way,Audi A4 Premium 40 TFSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, Petrol," Automatic (DCT) - 7 Gears, Paddle Shift, Sport Mode", 241, 7.3, 17.4, 941," 1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L I4 TFSI, 188 bhp @ 4200 rpm, 320 Nm @ 1450 rpm, Turbocharged, FWD," Regenerative Braking, Idle Start/Stop", BS 6, Power assisted (Electric), 5.8, 5-link Suspension with Tubular Anti-roll Bar, 5-link Suspension with Tubular Anti-roll Bar, Alloy Wheels, 225 / 50 R17, 225 / 50 R17, Alloy, 460, 54, 5, 4762, 1847, 1433, 2819, 1550, 2, 4, 5 Star (Euro NCAP)," 8 Airbags (Driver, Passenger, 2 Curtain, Driver Side, Front Passenger Side, 2 Rear Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Analogue,No information,No information,No information,No information, Multi-Function Display,No information,No information,No information,No information,No information, Dynamic, Rear, Reverse Camera with Guidance, Digital,No information, Analogue,No information, Touch-screen Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information, 6+,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information, Tilt & Telescopic, Yes (Automatic Three Zone),No information," Two Zones, Individual Fan Speed Controls"," Separate Zone, Vents Behind Front Armrest, Individual Fan Speed Controls", Driver & Co-Driver, Electronic - Internal Only, 2,No information,No information, Disc, Disc,No information,No information,No information,No information,No information,No information, 41.6, Leather," 12 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 12 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", 2 way manually adjustable (headrest up / down),No information,No information, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Painted, Rear - Manual, Electric, Plastic, Body Coloured, Electrically Adjustable & Retractable,No information, Internal with Remote, LED,No information,No information,No information, LED, LED on front, LED, Dual Tone,No information," Black / Atlas Beige with Sliver Aluminum Ellipse Trim, Black / Okapi Brown with Sliver Aluminum Ellipse Trim", Front and Rear,No information, Front & Rear,No information,No information,No information, Front & Rear,No information, Co-Driver Only,No information,No information, Electrically Adjustable,No information,No information, 2, Unlimited,No information, 2 Way,Audi A4 Premium Plus 40 TFSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2, Petrol," Automatic (DCT) - 7 Gears, Paddle Shift, Sport Mode", 241, 7.3, 17.4, 941," 1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L I4 TFSI, 188 bhp @ 4200 rpm, 320 Nm @ 1450 rpm, Turbocharged, FWD," Regenerative Braking, Idle Start/Stop", BS 6, Power assisted (Electric), 5.8, 5-link Suspension with Tubular Anti-roll Bar, 5-link Suspension with Tubular Anti-roll Bar, Alloy Wheels, 225 / 50 R17, 225 / 50 R17, Alloy, 460, 54, 5, 4762, 1847, 1433, 2819, 1555, 2, 4, 5 Star (Euro NCAP)," 8 Airbags (Driver, Passenger, 2 Curtain, Driver Side, Front Passenger Side, 2 Rear Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Analogue,No information,No information,No information,No information, Multi-Function Display,No information,No information,No information,No information,No information, Dynamic, Rear, Reverse Camera with Guidance, Digital,No information, Analogue,No information, Touch-screen Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information, 6+,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information, Tilt & Telescopic, Yes (Automatic Three Zone),No information," Two Zones, Individual Fan Speed Controls"," Separate Zone, Vents Behind Front Armrest, Individual Fan Speed Controls", Driver & Co-Driver, Electronic - Internal Only, 2,No information,No information, Disc, Disc,No information,No information,No information,No information,No information,No information, 41.6, Leather," 12 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 12 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", 2 way manually adjustable (headrest up / down),No information,No information, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Chrome, Rear - Manual, Electric, Plastic, Body Coloured, Electrically Adjustable & Retractable,No information, Internal with Remote, LED,No information,No information,No information, LED, LED on front, LED, Dual Tone,No information," Black / Atlas Beige with Black Piano Lacquer Trim, Black / Okapi Brown with Black Piano Lacquer Trim", Front and Rear,No information, Front & Rear,No information,No information,No information, Front & Rear,No information, Co-Driver Only,No information,No information, Electrically Adjustable,No information,No information, 2, Unlimited,No information, 2 Way,Audi A4 Technology 40 TFSI,No information,No information,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3, Petrol," Automatic (DCT) - 7 Gears, Manual Override, Sport Mode", 222, 7.3, 14.93, 896," 1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L TFSI Turbocharged I4, 188 bhp @ 4200 rpm, 320 Nm @ 1500 rpm, Turbocharged, AWD," Regenerative Braking, Idle Start/Stop", BS 6, Power assisted (Electric), 5.5, McPherson Struts, 4-Link Axle, Alloy Wheels, 235 / 55 R18, 235 / 55 R18, Space Saver, 355, 62.4, 5, 4485, 1849, 1616, 2680, 1700, 2, 5, 5 Star (Euro NCAP),,No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,,, Remote, Digital,No information,,No information,No information, Multi-Function Display,No information,No information,No information,No information,No information, Dynamic, Rear, Reverse Camera, Digital,No information, Analogue,No information, Touch-screen Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information, 10,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information, Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Two Zones, Individual Fan Speed Controls"," Vents Behind Front Armrest, Common Fan Speed Control", Driver & Co-Driver, Electronic - Internal Only, 1,,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information,No information,No information, 36.92, Leather," 10 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," 10 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",No information,No information, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Painted,,, Aluminium, Body Coloured, Electrically Adjustable & Retractable,No information, Internal with Remote, LED,,No information,, LED," LED on front, Halogen on rear", LED, Dual Tone,No information, Okapi Brown and Pearl Beige, Front and Rear,No information, Front Only,No information,No information,No information, Front,No information,,,, Panoramic Sunroof,No information,No information, 3, 50000, Not Applicable, 4 Way,Audi Q3 40 TFSI Premium Plus,No information,No information,No information, Full-time, Not Applicable,No information,No information, Full, 60:40 split,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4, Petrol," Automatic (DCT) - 7 Gears, Manual Override, Sport Mode", 222, 7.3, 14.93, 896," 1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L TFSI Turbocharged I4, 188 bhp @ 4200 rpm, 320 Nm @ 1500 rpm, Turbocharged, AWD," Regenerative Braking, Idle Start/Stop", BS 6, Power assisted (Electric), 5.5, McPherson Struts, 4-Link Axle, Alloy Wheels, 235 / 55 R18, 235 / 55 R18, Space Saver, 355, 62.4, 5, 4485, 1849, 1616, 2680, 1700, 2, 5, 5 Star (Euro NCAP),,No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,,, Remote, Digital,No information,,No information,No information, Multi-Function Display,No information,No information,No information,No information,No information, Dynamic, Rear, Reverse Camera, Digital,No information, Analogue,No information, Touch-screen Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information, 10,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information, Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Two Zones, Individual Fan Speed Controls"," Vents Behind Front Armrest, Common Fan Speed Control", Driver & Co-Driver, Electronic - Internal Only, 1,,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information,No information,No information, 36.92, Leather," 10 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," 10 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",No information,No information, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Painted,,, Aluminium, Body Coloured, Electrically Adjustable & Retractable,No information, Internal with Remote, LED,,No information,, LED," LED on front, Halogen on rear", LED, Dual Tone,No information, Okapi Brown and Pearl Beige, Front and Rear, Multi-colour, Front Only,No information,No information,No information, Front,No information,,,, Panoramic Sunroof,No information,No information, 3, 50000, Not Applicable, 4 Way,Audi Q3 40 TFSI Technology,No information,No information,No information, Full-time, Not Applicable,No information,No information, Full, 60:40 split,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5, Petrol," Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode", 222, 7.3,,," 1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L TFSI Turbocharged I4, 188 bhp @ 4200 rpm, 320 Nm @ 1500 rpm, Turbocharged, AWD," Regenerative Braking, Idle Start/Stop", BS 6, Power assisted (Electric), 5.5, McPherson Struts, 4-Link Axle, Alloy Wheels, 235 / 55 R18, 235 / 55 R18, Space Saver, 530, 62.4, 5, 4518, 1843, 1558, 2680, 1705, 2, 5, 5 Star (Euro NCAP),,No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,,, Remote, Digital,No information,,No information,No information, Multi-Function Display,No information,No information,No information,No information,No information, Dynamic, Rear, Reverse Camera, Digital,No information, Analogue,No information, Touch-screen Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information, 10,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information, Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Two Zones, Individual Fan Speed Controls"," Vents Behind Front Armrest, Common Fan Speed Control", Driver & Co-Driver, Electronic - Internal Only, 1,,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information,No information,No information, 36.92, Leather," 10 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," 10 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",No information,No information, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Painted,,, Aluminium, Body Coloured, Electrically Adjustable & Retractable,No information, Internal with Remote, LED,,No information,, LED," LED on front, Halogen on rear", LED, Dual Tone,No information, Okapi Brown and Pearl Beige, Front and Rear, Multi-colour, Front Only,No information,No information,No information, Front,No information,,,, Panoramic Sunroof,No information,No information, 3, 50000, Not Applicable, 4 Way,Audi Q3 Sportback Technology Plus S-line,No information,No information,No information, Full-time, Not Applicable,No information,No information, Full, 60:40 split,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6, Petrol," Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode", 250, 6.8, 14, 1022," 1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L I4 TFSI, 241 bhp @ 5000 rpm, 370 Nm @ 1600 rpm, Turbocharged, FWD,  Idle Start/Stop, BS 6, Power assisted (Electric), 5.5, Five-link front suspension; tubular anti-roll bar, Five-link front suspension; tubular anti-roll bar , Alloy Wheels, 225 / 55 R18, 225 / 55 R18, Space Saver, 530, 73, 5, 4939, 1886, 1457, 2924, 1780, 2, 4, 5 Star (Euro NCAP)," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Remote with Boot Opener, Analogue - Digital ,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Dynamic, Front & Rear, Reverse Camera with Guidance, Digital,No information, Analogue,No information, Touch-screen Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information, 6+,No information, Phone & Audio Streaming,No information,No information,,No information,No information, Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Two Zones, Individual Fan Speed Controls"," Blower, Vents Behind Front Armrest, Common Fan Speed Control", Driver & Co-Driver, Electronic - All, 2,No information,No information, Disc, Disc,No information,No information,No information,No information,No information,No information, 39.8, Leather," 12 way electrically adjustable with 2 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 12 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", 2 way manually adjustable (headrest up / down),No information, With Cup Holder, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Chrome, Rear - Manual, Electric, Plastic, Body Coloured, Electrically Adjustable & Retractable,No information, Electric Tailgate Release, LED,No information,No information,No information, LED," LED on front, Halogen on rear", LED, Dual Tone,No information," Mother-of-Pearl Beige / Black, Okapi Brown / Black", Front and Rear, Multi-colour, Front & Rear,,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information,, Panoramic Sunroof,No information,No information, 2, Unlimited,No information, 2 Way,Audi A6 Premium Plus 45 TFSI,,No information,,,,,, Full, 60:40 split,No information,No information,No information,No information,No information, Intelligent,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7, Petrol," Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode", 250, 6.8, 14, 1022," 1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L I4 TFSI, 241 bhp @ 5000 rpm, 370 Nm @ 1600 rpm, Turbocharged, FWD,  Idle Start/Stop, BS 6, Power assisted (Electric), 5.5, Five-link front suspension; tubular anti-roll bar, Five-link front suspension; tubular anti-roll bar , Alloy Wheels, 225 / 55 R18, 225 / 55 R18, Space Saver, 530, 73, 5, 4939, 1886, 1457, 2924, 1780, 2, 4, 5 Star (Euro NCAP)," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Dynamic, Front & Rear, Reverse Camera with Guidance, Digital,No information, Digital,No information, Touch-screen Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information, 6+,No information, Phone & Audio Streaming,No information,No information,,No information,No information, Electric Tilt & Telescopic, Yes (Automatic Four Zone),No information," Two Zones, Individual Fan Speed Controls"," Two Zones, Vents Behind Front Armrest, Individual Fan Speed Controls", Driver & Co-Driver, Electronic - All, 2,No information,No information, Disc, Disc,No information,No information,No information,No information,No information,No information, 39.8, Leather," 12 way electrically adjustable with 2 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 12 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", 2 way manually adjustable (headrest up / down),No information, With Cup Holder, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Chrome, Rear - Manual, Electric, Plastic, Body Coloured, Electrically Adjustable & Retractable,No information, Electric Tailgate Release, LED,No information,No information,No information, LED," LED on front, Halogen on rear", LED, Dual Tone,No information," Mother-of-Pearl Beige / Black, Okapi Brown / Black", Front and Rear, Multi-colour, Front & Rear,,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information,, Panoramic Sunroof,No information,No information, 2, Unlimited,No information, 2 Way,Audi A6 Technology 45 TFSI W/O Matrix,No information,No information,,,,,, Full, 60:40 split,No information,No information,No information,No information,No information, Intelligent,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8, Petrol," Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode", 250, 6.8, 14, 1022," 1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L I4 TFSI, 241 bhp @ 5000 rpm, 370 Nm @ 1600 rpm, Turbocharged, FWD,  Idle Start/Stop, BS 6, Power assisted (Electric), 5.5, Five-link front suspension; tubular anti-roll bar, Five-link front suspension; tubular anti-roll bar , Alloy Wheels, 225 / 55 R18, 225 / 55 R18, Space Saver, 530, 73, 5, 4939, 1886, 1457, 2924, 1780, 2, 4, 5 Star (Euro NCAP)," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Dynamic, Front & Rear, Reverse Camera with Guidance, Digital,No information, Digital,No information, Touch-screen Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information, 6+,No information, Phone & Audio Streaming,No information,No information,,No information,No information, Electric Tilt & Telescopic, Yes (Automatic Four Zone),No information," Two Zones, Individual Fan Speed Controls"," Two Zones, Vents Behind Front Armrest, Individual Fan Speed Controls", Driver & Co-Driver, Electronic - All, 2,No information,No information, Disc, Disc,No information,No information,No information,No information,No information,No information, 39.8, Leather," 12 way electrically adjustable with 2 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 12 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", 2 way manually adjustable (headrest up / down),No information, With Cup Holder, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Chrome, Rear - Manual, Electric, Plastic, Body Coloured, Electrically Adjustable & Retractable,No information, Electric Tailgate Release, LED,No information,No information,No information, LED," LED on front, Halogen on rear", LED, Dual Tone,No information," Mother-of-Pearl Beige / Black, Okapi Brown / Black", Front and Rear, Multi-colour, Front & Rear,,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information,, Panoramic Sunroof,No information,No information, 2, Unlimited,No information, 2 Way,Audi A6 Technology 45 TFSI,No information,No information,,,,,, Full, 60:40 split,No information,No information,No information,No information,No information, Intelligent,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
