, Fuel Type, Transmission, Mileage - ARAI Reported, Driving Range (km), Engine, Engine Type, Peak Power (bhp@rpm), Peak Torque (Nm@rpm), Drivetrain, Emission Standard, Steering Type, Minimum Turning Radius, Suspension - Front, Suspension - Rear, Wheels Type, Tyres Size - Front, Tyres Size - Rear, Spare Wheel, Bootspace / Dicky Capacity (L), Fuel Tank Capacity (L), Passenger Capacity, Length (mm), Width (mm), Height (mm), Wheelbase (mm), Ground Clearance (mm), Curb Weight (kgs), No of Seating Rows, No of Doors, Airbags, Seat Belt Warning, Overspeed Warning, Anti theft Engine immobilizer, Type of Instrument Cluster / Dashboard Display, Trip Meter, Low Fuel Warning, Parking Sensors, Headlights On Reminder, Tachometer, Android / Apple Connectivity , Boot Access from the Last Row Seats, Brake Type - Front, Break Type - Rear, ABS - Anti Lock Braking System, EBD - Electronic Brake-force Distribution, Brake Assist in Emergency (BA), Seat Upholstery, Adjustment Options - Driver Seat, Adjustment Options - Front Passanger Seat, Headrests, Rear Passenger Seats Type, Folding Rear Seat, Exterior Door Handles, Interior Door Handles, Outside Rear View Mirrors (ORVMs), Adjustable ORVM, Boot / Dikki Opener, Headlights, Headlight Height Adjuster, Tail Light, Interiors, Interior Colour(s), Lights inside Cabin, Cup Holders, Pockets inside Door, Warranty (Years), Warranty (Max Kilometres), Battery Warranty (Max Kilometres),NAME, Child Lock, Clock, Air Conditioner, Heater, Front AC, Power Windows, Pockets in Front Seat-back, Body Coloured Bumpers, Central Locking, Integrated Music System, Unit / Display Size, Speakers, FM Radio, Bluetooth Connectivity, USB / Pen-Drive Support, Aux Support, iPod Compatibility, MP3 Playback, 12V Power Outlets, Roof Mounted Antenna, Rub - Strips, Infotainment Display, GPS & Navigation, Alternate Fuel, NCAP Rating (Best - 5 Star), Middle rear three-point seatbelt, Vanity Mirrors on Sun Visors, Electronic Stability Program (ESP), Speed Sensing Door Lock, Mileage or  Average Fuel Consumption, Real Time Mileage, Average Speed, Distance to Empty, Door Not Closed Warning, Active Gear Display, Voice Command Support, Steering Mounted Controls, Gear Shift Indicator, Others, Body Kit, Hill Hold Assist, Third Row Seats Type, Anti-glare Rear View Mirrors, Split Rear Seat, Window Control: One Touch -Down, Steering Adjustment, Rear Wiper, Rear Glass Defogger, Turn Indicators on ORVM, Push Button Start / Stop, Fog Lamps, Anchor Points for Child Seat, Adjustable Cluster Brightness, CD Player, DVD Playback, Adjustment Options - Rear Row Seat, Seat Adjustment, Parking Assist, Daytime Running Lights, Puddle Lights, WIndow Control: One Touch - Up, Leather-wrapped Steering, Cruise Control Driving Mode, Automatic Head Lights, Follow me home head Lights, Rear AC, Armrest for Rear Seat, Reading Lamp for Rear Passengers, Find My Car, Vehicle Status on App, Remote Car Lock/Unlock Via app, Remote Car Light Flashing & Honking Via app, Emergency Call, Over The Air (OTA) Updates, Alexa Compatibility, Geo-Fence, Driver Armrest, Storage in Driver Armrest, Heads Up Display (HUD), Lights on Vanity Mirrors, Traction Control, Chrome Finish Exhaust pipe, Turbo / SuperCharger, Flashing Emergency Brake Light , Wireless Charger, Light inside Glove Box, Remote AC Control Via app, Sunglass Holder, Sunroof / Moonroof, Leather-wrapped Gear Knob, Ambient or soft Interior Lighting, Cooled Glove Box, Battery, Adjustment Options - Third Row Seat, Split Third Row Seat, Third Row Cup Holders, Blinds - Rear Windshield, Head Rest for Middle Rear Seat, 4x4 or All Wheel Drive, Hill Descent Control, Differential Lock, Electric Motor, Peak Motor Performance, Battery Warranty (Years), Tyre Pressure Monitoring (TPMS), Ventilated Seats, Ventilated Seat Type, Limited Slip Differential (LSD)
10, Petrol," Automatic (AMT) - 5 Gears, Manual Override",,," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, SOHC", K10C , 66 bhp @ 5500 rpm, 89 Nm @ 3500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 4.5, Mac Pherson Strut with Coil Spring, Torsion Beam with Coil Spring, Steel Rims, 145 / 80 R13, 145 / 80 R13, Steel, 214, 27, 5, 3530, 1490, 1520, 2380,,, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, 2 Trips,No information, Rear,No information, Digital," Android Auto (Yes), Apple Car Play (Yes)",, Disc, Drum,No information,No information,, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)"," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", Front & Rear, Bench,, Body Coloured, Silver, Black, Internally Adjustable, Internal with Key, Halogen,, Halogen, Dual Tone, Black and Beige, Front, Front Only,, 2, 40000, Not Applicable,Maruti Suzuki Alto K10 VXi Plus AGS,No information,, Yes (Manual),No information," Single Zone, Common Fan Speed Control", Front Only,No information,No information, Keyless,,, 4,No information, Phone & Audio Streaming,No information,No information,,, 1,No information,, Touch-screen Display,No information,, 2 Star (Global NCAP),No information, Driver & Co-Driver,No information,No information,No information,No information,No information,No information,No information,,No information,No information,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11, CNG, Manual - 5 Gears,,," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, SOHC", K10C , 56 bhp @ 5300 rpm, 82.1 Nm @ 3400 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 4.5, Mac Pherson Strut with Coil Spring, Torsion Beam with Coil Spring, Steel Rims, 145 / 80 R13, 145 / 80 R13, Steel, 214, 27, 5, 3530, 1490, 1520, 2380,,, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, 2 Trips,No information, Rear,No information, Digital," Android Auto (No), Apple Car Play (No)",, Disc, Drum,No information,No information,, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)"," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", Front & Rear, Bench,, Body Coloured, Black, Black, Internally Adjustable, Internal with Key, Halogen,, Halogen, Dual Tone, Black and Beige, Front, Front Only,, 2, 40000, Not Applicable,Maruti Suzuki Alto K10 VXi S-CNG,No information,, Yes (Manual),No information," Single Zone, Common Fan Speed Control", Front Only,No information,No information, Keyless,, 2 Din, 2,No information, Phone & Audio Streaming,No information,No information,,, 1,No information,,,, Petrol, 2 Star (Global NCAP),No information, Driver & Co-Driver,No information,No information,,,No information,,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12, Petrol, Manual - 5 Gears,,," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", K10C, 66 bhp @ 5500 rpm, 89 Nm @ 3500 rpm, FWD, BS6 Phase 2, Manual, 4.5, MacPherson Strut with Coil Spring, Torsion Beam with Coil Spring, Steel Rims, 145 / 80 R13, 145 / 80 R13, Steel, 240, 27, 5, 3565, 1520, 1553, 2380, 180, 726, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,, Rear,,No information," Android Auto (No), Apple Car Play (No)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)"," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", Front & Rear, Bench, Full, Black, Painted, Black, Externally Adjustable, Internal with Key, Halogen,, Halogen, Single Tone, Black, Front, Front Only, Front, 2, 40000,No information,Maruti Suzuki S-Presso Std,No information, Digital,,,,,,,,,,,,,,,,,,,,,,, 0 Star (Global NCAP),No information,,,,,,,,,,,,,  Idle Start/Stop, Cladding - Black/Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13, Petrol, Manual - 5 Gears,,," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", K10C, 66 bhp @ 5500 rpm, 89 Nm @ 3500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 4.5, MacPherson Strut with Coil Spring, Torsion Beam with Coil Spring, Steel Rims, 145 / 80 R13, 145 / 80 R13, Steel, 240, 27, 5, 3565, 1520, 1553, 2380, 180, 737, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,, Rear,,No information," Android Auto (No), Apple Car Play (No)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)"," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", Front & Rear, Bench, Full, Black, Painted, Black, Externally Adjustable, Internal with Key, Halogen,, Halogen, Single Tone, Black, Front, Front Only, Front, 2, 40000,No information,Maruti Suzuki S-Presso LXi,No information, Digital, Yes (Manual),No information," Single Zone, Common Fan Speed Control",,,,,,,,,,,,,,,,,,,, 0 Star (Global NCAP),No information,,,,,,,,,,,,,  Idle Start/Stop, Cladding - Black/Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14, Petrol, Manual - 5 Gears,,," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", K10C, 66 bhp @ 5500 rpm, 89 Nm @ 3500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 4.5, MacPherson Strut with Coil Spring, Torsion Beam with Coil Spring, Steel Rims, 165 / 70 R14, 165 / 70 R14, Steel, 240, 27, 5, 3565, 1520, 1567, 2380, 180, 758, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,No information, Rear,No information,No information," Android Auto (No), Apple Car Play (No)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)"," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", Front & Rear, Bench, Full, Black, Painted, Black, Internally Adjustable, Internal with Key, Halogen,, Halogen, Single Tone, Black, Front, Front Only, Front, 2, 40000,No information,Maruti Suzuki S-Presso VXi,No information, Digital, Yes (Manual),No information," Single Zone, Common Fan Speed Control", Front Only,,No information, Remote,No information, 1 Din, 2,No information, Phone & Audio Streaming,No information,No information,No information,No information, 1,No information,,,,, 0 Star (Global NCAP),No information,,,No information,No information,No information,,No information,No information,,,,No information,  Idle Start/Stop, Cladding - Black/Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15, Petrol, Manual - 5 Gears,,," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", K10C, 66 bhp @ 5500 rpm, 89 Nm @ 3500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 4.5, MacPherson Strut with Coil Spring, Torsion Beam with Coil Spring, Steel Rims, 165 / 70 R14, 165 / 70 R14, Steel, 240, 27, 5, 3565, 1520, 1567, 2380, 180, 763, 2, 5," 2 Airbags (Driver, Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,No information, Rear,No information,No information," Android Auto (Yes), Apple Car Play (Yes)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)"," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", Front & Rear, Bench, Full, Body Coloured, Painted, Body Coloured, Electrically Adjustable, Internal with Key, Halogen,, Halogen, Single Tone, Black, Front, Front & Rear, Front, 2, 40000,No information,Maruti Suzuki S-Presso Vxi Plus,No information, Digital, Yes (Manual),No information," Single Zone, Common Fan Speed Control", Front Only,,No information, Remote,No information,, 2,No information, Phone & Audio Streaming,No information,No information,No information,No information, 1,No information,, Touch-screen Display,,,,No information,,,No information,No information,No information,,No information,No information,,No information,No information,No information,  Idle Start/Stop, Cladding - Black/Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, Petrol," AMT - 5 Gears, Manual Override",,," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", K10C, 66 bhp @ 5500 rpm, 89 Nm @ 3500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 4.5, MacPherson Strut with Coil Spring, Torsion Beam with Coil Spring, Steel Rims, 165 / 70 R14, 165 / 70 R14, Steel, 240, 27, 5, 3565, 1520, 1567, 2380, 180, 767, 2, 5," 2 Airbags (Driver, Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,No information, Rear,No information,No information," Android Auto (No), Apple Car Play (No)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)"," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", Front & Rear, Bench, Full, Black, Painted, Black, Electrically Adjustable, Internal with Key, Halogen,, Halogen, Single Tone, Black, Front, Front Only, Front, 2, 40000,No information,Maruti Suzuki S-Presso VXi (O) AMT,No information, Digital, Yes (Manual),No information," Single Zone, Common Fan Speed Control", Front & Rear,,No information, Remote,No information, 1 Din, 2,No information, Phone & Audio Streaming,No information,No information,No information,No information, 1,No information,,,,,,No information,,No information,No information,No information,No information,,No information,,No information,,,,  Idle Start/Stop, Cladding - Black/Grey,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17, CNG, Manual - 5 Gears,,," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", K10C CNG, 66 bhp @ 5500 rpm, 82.1 Nm @ 3400 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 4.5, MacPherson Strut with Coil Spring, Torsion Beam with Coil Spring, Steel Rims, 145 / 80 R13, 145 / 80 R13, Steel, 240, 27, 5, 3565, 1520, 1553, 2380, 180, 737, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,, Rear,,No information," Android Auto (No), Apple Car Play (No)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)"," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", Front & Rear, Bench, Full, Black, Painted, Black, Externally Adjustable, Internal with Key, Halogen,, Halogen, Single Tone, Black, Front, Front Only, Front, 2, 40000,No information,Maruti Suzuki S-Presso LXi S-CNG,No information, Digital, Yes (Manual),No information," Single Zone, Common Fan Speed Control",,,,,,,,,,,,,,,,,,,, 0 Star (Global NCAP),No information,,,,,,,,,,,,,, Cladding - Black/Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, Petrol," AMT - 5 Gears, Manual Override",,," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", K10C, 66 bhp @ 5500 rpm, 89 Nm @ 3500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 4.5, MacPherson Strut with Coil Spring, Torsion Beam with Coil Spring, Steel Rims, 165 / 70 R14, 165 / 70 R14, Steel, 240, 27, 5, 3565, 1520, 1567, 2380, 180, 767, 2, 5," 2 Airbags (Driver, Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,No information, Rear,No information,No information," Android Auto (Yes), Apple Car Play (Yes)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)"," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", Front & Rear, Bench, Full, Body Coloured, Painted, Body Coloured, Electrically Adjustable, Internal with Key, Halogen,, Halogen, Single Tone, Black, Front, Front & Rear, Front, 2, 40000,No information,Maruti Suzuki S-Presso VXi Plus (O) AMT,No information, Digital, Yes (Manual),No information," Single Zone, Common Fan Speed Control", Front Only,,No information, Remote,No information,, 2,No information, Phone & Audio Streaming,No information,No information,No information,No information, 1,No information,, Touch-screen Display,,,,No information,,No information,No information,No information,No information,,No information,No information,No information,No information,No information,,  Idle Start/Stop, Cladding - Black/Grey,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19, CNG, Manual - 5 Gears,,," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", K10C CNG, 66 bhp @ 5500 rpm, 82.1 Nm @ 3400 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 4.5, MacPherson Strut with Coil Spring, Torsion Beam with Coil Spring, Steel Rims, 165 / 70 R14, 165 / 70 R14, Steel, 240, 27, 5, 3565, 1520, 1567, 2380, 180, 758, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,No information, Rear,No information,No information," Android Auto (No), Apple Car Play (No)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)"," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", Front & Rear, Bench, Full, Black, Painted, Black, Internally Adjustable, Internal with Key, Halogen,, Halogen, Single Tone, Black, Front, Front Only, Front, 2, 40000,No information,Maruti Suzuki S-Presso VXi S-CNG,No information, Digital, Yes (Manual),No information," Single Zone, Common Fan Speed Control", Front Only,,No information, Remote,No information, 1 Din, 2,No information, Phone & Audio Streaming,No information,No information,No information,No information, 1,No information,,,,, 0 Star (Global NCAP),No information,,,No information,No information,No information,,No information,No information,,,,No information,, Cladding - Black/Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20, Petrol, Manual - 5 Gears,,," 1197 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC", K12N, 80 bhp @ 6000 rpm, 104.4 Nm @ 3000 rpm, RWD, BS6 Phase 2, Manual, 4.5, McPherson Struts, 3-Link Rigid Axle, Steel Rims, 155 / 65 R13, 155 / 65 R13, Steel,, 32, 5, 3675, 1475, 1825, 2350,, 935, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,No information, Rear,,No information," Android Auto (No), Apple Car Play (No)",No information, Disc, Drum,No information,No information,, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", 2 way manually adjustable (backrest tilt forward / back), Front, Bench, Full, Black, Unpainted, Black, Externally Adjustable, Internal with Key, Halogen,No information, Halogen, Dual Tone, Black and Beige, Front and Rear,,, 2, 40000,No information,Maruti Suzuki Eeco 5 STR STD,No information,,,No information,,,,,,,,,,,,,,, 1,,,,,,,No information,,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21, Petrol, Manual - 5 Gears,,," 1197 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC", K12N, 80 bhp @ 6000 rpm, 104.4 Nm @ 3000 rpm, RWD, BS6 Phase 2, Manual, 4.5, McPherson Struts, 3-Link Rigid Axle, Steel Rims, 155 / 65 R13, 155 / 65 R13, Steel,, 32, 7, 3675, 1475, 1825, 2350,, 935, 3, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,No information, Rear,,No information," Android Auto (No), Apple Car Play (No)",No information, Disc, Drum,No information,No information,, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", 2 way manually adjustable (backrest tilt forward / back), Front & Rear, Bench, Full, Black, Unpainted, Black, Externally Adjustable, Internal with Key, Halogen,No information, Halogen, Dual Tone, Black and Beige, Front and Rear,,, 2, 40000,No information,Maruti Suzuki Eeco 7 STR STD,No information,,,No information,,,,,,,,,,,,,,, 1,,,,,,,No information,,No information,,,,,,,,,,,,,, Bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22, Petrol, Manual - 5 Gears,,," 1197 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC", K12N, 80 bhp @ 6000 rpm, 104.4 Nm @ 3000 rpm, RWD, BS6 Phase 2, Manual, 4.5, McPherson Struts, 3-Link Rigid Axle, Steel Rims, 155 / 65 R13, 155 / 65 R13, Steel,, 32, 5, 3675, 1475, 1825, 2350,, 935, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,No information, Rear,,No information," Android Auto (No), Apple Car Play (No)",No information, Disc, Drum,No information,No information,, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", 2 way manually adjustable (backrest tilt forward / back), Front & Rear, Bench, Full, Black, Unpainted, Black, Externally Adjustable, Internal with Key, Halogen,No information, Halogen, Dual Tone, Black and Beige, Front and Rear,,, 2, 40000,No information,Maruti Suzuki Eeco 5 STR AC,No information,, Yes (Manual),No information," Single Zone, Common Fan Speed Control",,No information,,,,,,,,,,,, 1,,,,,,,No information,,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23, CNG, Manual - 5 Gears,,," 1197 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC", K12N, 71 bhp @ 6000 rpm, 95 Nm @ 3000 rpm, RWD, BS6 Phase 2, Manual, 4.5, McPherson Struts, 3-Link Rigid Axle, Steel Rims, 155 / 65 R13, 155 / 65 R13, Steel,, 65, 5, 3675, 1475, 1825, 2350,, 1050, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,No information, Rear,,No information," Android Auto (No), Apple Car Play (No)",No information, Disc, Drum,No information,No information,, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", 2 way manually adjustable (backrest tilt forward / back), Front & Rear, Bench, Full, Black, Unpainted, Black, Externally Adjustable, Internal with Key, Halogen,No information, Halogen, Dual Tone, Black and Beige, Front and Rear,,, 2, 40000,No information,Maruti Suzuki Eeco 5 STR AC CNG,No information,, Yes (Manual),No information," Single Zone, Common Fan Speed Control",,No information,,,,,,,,,,,, 1,,,,, Petrol,,No information,,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24, Petrol, Manual - 5 Gears, 25.24, 757," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", K10C, 66 bhp @ 5500 rpm, 89 Nm @ 3500 rpm, FWD, BS6 Phase 2, Power assisted (Electric),, MacPherson Strut with Coil Spring, Torision Beam with Coil Spring, Steel Rims, 165 / 70 R14, 165 / 70 R14, Steel, 313, 32, 5, 3695, 1655, 1555, 2435, 170, 800, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information, Rear,No information,No information," Android Auto (No), Apple Car Play (No)",No information, Disc, Drum,No information,No information,, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)"," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", Front & Rear, Bench, Full, Black, Black, Black, Externally Adjustable, Internal with Key, Halogen,No information, Halogen, Single Tone, Black, Front, Front Only, Front & Rear, 2, 40000,No information,Maruti Suzuki Celerio LXi,No information,, Yes (Manual),No information," Single Zone, Common Fan Speed Control",,No information,No information,,,,,,,,,,, 1,,,,,,,No information,,No information,No information,No information,No information,,No information,No information,,,,No information,  Idle Start/Stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25, Petrol, Manual - 5 Gears, 25.24, 757," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", K10C, 66 bhp @ 5500 rpm, 89 Nm @ 3500 rpm, FWD, BS6 Phase 2, Power assisted (Electric),, MacPherson Strut with Coil Spring, Torision Beam with Coil Spring, Steel Rims, 165 / 70 R14, 165 / 70 R14, Steel, 313, 32, 5, 3695, 1655, 1555, 2435, 170, 810, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information, Rear,No information,No information," Android Auto (No), Apple Car Play (No)",No information, Disc, Drum,No information,No information,, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)"," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", Front & Rear, Bench, Full, Body Coloured, Silver, Body Coloured, Internally Adjustable, Internal with Key, Halogen,No information, Halogen, Single Tone, Black, Front, Front Only, Front & Rear, 2, 40000,No information,Maruti Suzuki Celerio VXi,No information, Digital, Yes (Manual),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Remote,, 2 Din,,,,,,,, 1,No information,,,,,,No information, Co-Driver Only,No information,No information,No information,No information,,No information,No information,,,,No information,  Idle Start/Stop,,,, Manual - Internal Only, 60:40 split, Driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26, Petrol, Manual - 5 Gears, 25.24, 757," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", K10C, 66 bhp @ 5500 rpm, 89 Nm @ 3500 rpm, FWD, BS6 Phase 2, Power assisted (Electric),, MacPherson Strut with Coil Spring, Torision Beam with Coil Spring, Steel Rims, 165 / 70 R14, 165 / 70 R14, Steel, 313, 32, 5, 3695, 1655, 1555, 2435, 170, 810, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information, Rear,No information, Analogue," Android Auto (No), Apple Car Play (No)",No information, Disc, Drum,No information,No information,, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)"," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", Front & Rear, Bench, Full, Body Coloured, Silver, Body Coloured, Electrically Adjustable, Internal with Key, Halogen,No information, Halogen, Single Tone, Black, Front, Front Only, Front & Rear, 2, 40000,No information,Maruti Suzuki Celerio ZXi,No information, Digital, Yes (Manual),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, 2 Din, 4,No information, Phone & Audio Streaming,No information,No information,,No information, 1,No information,,,,,,No information, Co-Driver Only,No information,No information,No information,No information,,No information,No information,,,No information,No information,  Idle Start/Stop,,,, Manual - Internal Only, 60:40 split, Driver, Tilt,No information,No information,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
