, Fuel Type, Transmission, 4x4 or All Wheel Drive, Mileage - ARAI Reported, Driving Range (km), Engine, Engine Type, Peak Power (bhp@rpm), Peak Torque (Nm@rpm), Turbo / SuperCharger, Drivetrain, Others, Emission Standard, Steering Type, Minimum Turning Radius, Suspension - Front, Suspension - Rear, Wheels Type, Tyres Size - Front, Tyres Size - Rear, Spare Wheel, Bootspace / Dicky Capacity (L), Fuel Tank Capacity (L), Passenger Capacity, Length (mm), Width (mm), Height (mm), Wheelbase (mm), Ground Clearance (mm), Curb Weight (kgs), No of Seating Rows, No of Doors, NCAP Rating (Best - 5 Star), Airbags, High-beam Assist, Seat Belt Warning, Child Lock, Anchor Points for Child Seat, Overspeed Warning, Speed Sensing Door Lock, Anti theft Engine immobilizer, Middle rear three-point seatbelt, Flashing Emergency Brake Light , Central Locking, Type of Instrument Cluster / Dashboard Display, Mileage or  Average Fuel Consumption, Real Time Mileage, Average Speed, Distance to Empty, Trip Meter, Low Fuel Warning, Door Not Closed Warning, Adjustable Cluster Brightness, Active Gear Display, Tyre Pressure Monitoring (TPMS), Parking Sensors, Parking Assist, Clock, Headlights On Reminder, Tachometer, Find My Car, Vehicle Status on App, Remote Car Lock/Unlock Via app, Remote AC Control Via app, Remote Car Light Flashing & Honking Via app, Emergency Call, Over The Air (OTA) Updates, Geo-Fence, Integrated Music System, Infotainment Display, Voice Command Support, Android / Apple Connectivity , Steering Mounted Controls, Wireless Charger, GPS & Navigation, Speakers, FM Radio, Bluetooth Connectivity, USB / Pen-Drive Support, Aux Support, iPod Compatibility, MP3 Playback, Push Button Start / Stop, Cruise Control Driving Mode, Steering Adjustment, Air Conditioner, Heater, Front AC, Rear AC, AC for Third Row, Vanity Mirrors on Sun Visors, Anti-glare Rear View Mirrors, 12V Power Outlets, Boot Access from the Last Row Seats, Head Rest for Middle Rear Seat, Brake Type - Front, Break Type - Rear, ABS - Anti Lock Braking System, EBD - Electronic Brake-force Distribution, Brake Assist in Emergency (BA), Electronic Stability Program (ESP), Traction Control, Hill Hold Assist, Hill Descent Control, Limited Slip Differential (LSD), Differential Lock, Seat Upholstery, Adjustment Options - Driver Seat, Adjustment Options - Front Passanger Seat, Adjustment Options - Rear Row Seat, Adjustment Options - Third Row Seat, Driver Armrest, Armrest for Rear Seat, Headrests, Rear Passenger Seats Type, Folding Rear Seat, Split Rear Seat, Third Row Seats Type, Split Third Row Seat, Power Windows, WIndow Control: One Touch - Up, Window Control: One Touch -Down, Rain-sensing Wipers, Rear Wiper, Rear Glass Defogger, Exterior Door Handles, Interior Door Handles, Doot Sill Plates, Outside Rear View Mirrors (ORVMs), Adjustable ORVM, Turn Indicators on ORVM, Boot / Dikki Opener, Headlights, Automatic Head Lights, Headlight Height Adjuster, Follow me home head Lights, Daytime Running Lights, Fog Lamps, Tail Light, Puddle Lights, Interiors, Leather-wrapped Steering, Interior Colour(s), Lights inside Cabin, Ambient or soft Interior Lighting, Cup Holders, Light inside Glove Box, Storage in Driver Armrest, Pockets inside Door, Pockets in Front Seat-back, Lights on Vanity Mirrors, Reading Lamp for Rear Passengers, Third Row Cup Holders, Sunglass Holder, Sunroof / Moonroof, Roof Mounted Antenna, Body Coloured Bumpers, Body Kit, Warranty (Years), Warranty (Max Kilometres), Battery Warranty (Max Kilometres), Seat Adjustment,NAME, Top Speed, Time for 0-100 kmph Acceleration , Gear Shift Indicator, Chrome Finish Exhaust pipe, Rub - Strips, Cornering Headlights, Ride Height Adjustment, CD Player, Ventilated Seats, Ventilated Seat Type, Blinds - Rear Windshield, Leather-wrapped Gear Knob, Cooled Glove Box, Blinds - Side Window, Unit / Display Size, Remote Sunroof Open/Close Via app, Internal Hard-disk, Display for Rear Passengers, Heads Up Display (HUD), Electric Motor, Battery, Alternate Fuel, Forward Collision Warning , Automatic Emergency Braking, Lane Departure Warning, DVD Playback, Four Wheel Steering, Puncture Repair Kit, Peak Motor Performance
0, Mild Hybrid (Electric + Diesel)," Automatic (TC) - 9 Gears, Manual Override & Paddle Shift, Sport Mode", Torque-On-Demand, 13.1, 921," 1999 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L Ingenium Turbocharged I4, 177 bhp @ 4000 rpm, 430 Nm @ 1750 rpm, Turbocharged, AWD,  Idle Start/Stop, BS 6, Power assisted (Electric), 5.9, Macpherson Strut with Passive Anti-Roll bar, Integral Multi-link with Passive Anti-Roll bar, Alloy Wheels, 235 / 60 R18, 235 / 60 R18, Space Saver, 212, 70, 7, 4600, 2069, 1724, 2741, 167, 2087, 3, 5, 5 Star (Euro NCAP)," 7 Airbags (Driver, Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",No information,No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Front & Rear, Reverse Camera with Guidance, Digital,No information, Digital,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information,No information,No information, 12,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information,No information, Manual Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Two Zones, Individual Fan Speed Controls"," Blower, Vents Behind Front Armrest and on Pillars, Common Fan Speed Control",  Vents on Pillars, Driver & Co-Driver, Electronic - Internal & Driver Door,No information,No information,No information, Disc, Disc,No information,No information,No information,No information,No information,No information,No information,No information, Electronic, Leather," 12 way electrically adjustable with 2 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 12 way electrically adjustable with 2 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", 2 way manually adjustable (headrest up / down),No information, With Cup Holder, Front & Rear, Bench, Full, 40:20:40 split, Bench, 50:50 split, Front & Rear, All, All,No information,No information,No information, Body Coloured, Chrome, Metallic, Black, Electrically Adjustable & Retractable,No information, Electric Opening and Closing, LED,No information,No information,No information, LED, LED on front, LED,No information, Dual Tone,No information," Ebony, Light Oyster / Ebony", Front and Rear,No information, Front & Rear,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information,No information,No information, Fixed,No information,No information, Cladding - Black/Grey, 3, 100000,No information, 6 Way,Land Rover Discovery Sport SE R-Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, Mild Hybrid(Electric + Petrol)," Automatic (TC) - 9 Gears, Manual Override & Paddle Shift, Sport Mode", Torque-On-Demand, 10.5, 737," 1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L Ingenium Turbocharged I4 MHEV, 245 bhp @ 5500 rpm, 365 Nm @ 1500 rpm, Turbocharged, AWD," Regenerative Braking, Idle Start/Stop", BS 6, Power assisted (Electric), 5.9, Macpherson Strut with Passive Anti-Roll bar, Integral Multi-link with Passive Anti-Roll bar, Alloy Wheels, 235 / 60 R18, 235 / 60 R18, Space Saver, 212, 70, 7, 4600, 2069, 1724, 2741, 167, 2065, 3, 5, 5 Star (Euro NCAP)," 7 Airbags (Driver, Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",No information,No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Front & Rear, Reverse Camera with Guidance, Digital,No information, Digital,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information,No information,No information, 12,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information,No information, Manual Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Two Zones, Individual Fan Speed Controls"," Blower, Vents Behind Front Armrest and on Pillars, Common Fan Speed Control",  Vents on Pillars, Driver & Co-Driver, Electronic - Internal & Driver Door,No information,No information,No information, Disc, Disc,No information,No information,No information,No information,No information,No information,No information,No information, Electronic, Leather," 12 way electrically adjustable with 2 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 12 way electrically adjustable with 2 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", 2 way manually adjustable (headrest up / down),No information, With Cup Holder, Front & Rear, Bench, Full, 40:20:40 split, Bench, 50:50 split, Front & Rear, All, All,No information,No information,No information, Body Coloured, Chrome, Metallic, Black, Electrically Adjustable & Retractable,No information, Electric Opening and Closing, LED,No information,No information,No information, LED, LED on front, LED,No information, Dual Tone,No information," Ebony, Light Oyster / Ebony", Front and Rear,No information, Front & Rear,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information,No information,No information, Fixed,No information,No information, Cladding - Black/Grey, 3, 100000,No information, 6 Way,Land Rover Discovery Sport SE R-Dynamic Petrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2, Petrol," Automatic (TC) - 9 Gears, Manual Override & Paddle Shift, Sport Mode", Torque-On-Demand, 10.9, 736," 1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L Ingenium Turbocharged I4, 247 bhp @ 4500 rpm, 365 Nm @ 1500 rpm, Turbocharged, AWD," Regenerative Braking, Idle Start/Stop", BS 6, Power assisted (Electric), 5.8, MacPherson Strut with passive anti-roll bar, Integral Multi-Link with passive anti-roll bar, Alloy Wheels, 235 / 60 R18, 60 / 235 R18, Space Saver, 472, 67, 5, 4371, 1996, 1649, 2681, 212, 1929, 2, 5, 5 Star (Euro NCAP)," 7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side, Pedestrian)",,No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Front & Rear, 360 Camera, Digital,No information, Digital,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information,No information,No information, 6+,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information,No information, Manual Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Two Zones, Individual Fan Speed Controls"," Blower, Vents Behind Front Armrest",, Driver & Co-Driver, Electronic - Internal Only, 3,No information,No information, Disc, Disc,No information,No information,No information,No information,No information,No information,No information,No information, Electronic, Leather," 14 way electrically adjustable with 3 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down, extended thigh support forward / back) + 2 way manually adjustable (headrest up / down)"," 14 way electrically adjustable with 3 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down, extended thigh support forward / back) + 2 way manually adjustable (headrest up / down)", 2 way manually adjustable (headrest up / down),,No information, With Cup Holder, Front & Rear, Bench, Full, 40:20:40 split,,, Front & Rear, All, All,No information,,No information, Body Coloured, Chrome, Metallic, Black, Electrically Adjustable & Retractable,No information, Electric Opening and Closing, LED,No information,No information,No information, LED, LED, LED,No information, Dual Tone,No information," Ebony, Cloud / Ebony", Front and Rear,No information, Front & Rear,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information,,No information, Fixed,No information,No information,, 3, 100000,No information, 2 Way,Land Rover Range Rover Evoque SE R-Dynamic Petrol, 221, 7.6, Dynamic,No information, Black,,,,,,,,,,,,,,,,,,,,,,,,
3, Diesel," Automatic (TC) - 9 Gears, Manual Override & Paddle Shift, Sport Mode", Torque-On-Demand,,," 1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",, 201 bhp @ 2500 rpm, 365 Nm @ 1500 rpm, Turbocharged, AWD," Regenerative Braking, Idle Start/Stop", BS 6, Power assisted (Electric), 5.8, MacPherson Strut with passive anti-roll bar, Integral Multi-Link with passive anti-roll bar, Alloy Wheels,,, Space Saver, 472, 67, 5, 4371, 1996, 1649, 2681, 212, 1929, 2, 5, 5 Star (Euro NCAP)," 7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side, Pedestrian)",,No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Front & Rear, 360 Camera, Digital,No information, Digital,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information,No information,No information, 6+,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information,No information, Manual Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Two Zones, Individual Fan Speed Controls"," Blower, Vents Behind Front Armrest",, Driver & Co-Driver, Electronic - Internal Only, 3,No information,No information, Disc, Disc,No information,No information,No information,No information,No information,No information,No information,No information, Electronic, Leather," 14 way electrically adjustable with 3 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down, extended thigh support forward / back) + 2 way manually adjustable (headrest up / down)"," 14 way electrically adjustable with 3 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down, extended thigh support forward / back) + 2 way manually adjustable (headrest up / down)", 2 way manually adjustable (headrest up / down),,No information, With Cup Holder, Front & Rear, Bench, Full, 40:20:40 split,,, Front & Rear, All, All,No information,,No information, Body Coloured, Chrome, Metallic, Black, Electrically Adjustable & Retractable,No information, Electric Opening and Closing, LED,No information,No information,No information, LED, LED, LED,No information, Dual Tone,No information," Ebony, Cloud / Ebony", Front and Rear,No information, Front & Rear,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information,,No information, Fixed,No information,No information,, 3, 100000,No information, 2 Way,Land Rover Range Rover Evoque SE R-Dynamic Diesel, 213, 8.5, Dynamic,No information, Black,,,,,,,,,,,,,,,,,,,,,,,,
4, Petrol," Automatic (TC) - 8 Gears, Paddle Shift, Sport Mode", Full-time, 8.9, 804," 1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L Ingenium Turbocharged I4 Petrol   , 296 bhp @ 5500 rpm, 400 Nm @ 1500 rpm, Turbocharged, AWD,, BS 6, Power assisted (Electric), 6.2," Fully Independent, Double Wishbones with Coil Springs"," Fully Independent, Multi-link with Coil Springs", Alloy Wheels, 235 / 65 R19, 235 / 65 R19, Alloy, 258, 90, 7, 4956, 2073, 1888, 2923, 207,, 3, 5, 5 Star (Euro NCAP)," 8 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side, 2 Rear Passenger Side)", Optional,No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Analogue - Digital ,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Optional, Front & Rear, 360 Camera, Digital,No information, Analogue,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information," Android Auto (Wireless), Apple Car Play (Wireless)",No information,No information,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information,No information, Manual Tilt & Telescopic, Yes (Automatic Three Zone),No information," Two Zones, Individual Fan Speed Controls"," Separate Zone, Vents On Roof and Pillars, Common Fan Speed Control",, Driver & Co-Driver, Electronic - Internal Only,No information,No information,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information,No information,No information,No information,No information, Electronic, Leather," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 2 way electrically adjustable (backrest tilt forward / back) + 4 way manually adjustable (seat forward / back, headrest up / down)"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",No information,, Front & Rear, Bench, Full, 60:40 split,,, Front & Rear, All, All,No information,No information,No information, Body Coloured, Chrome, Metallic, Body Coloured, Electrically Adjustable,No information, Electric Tailgate Release, LED,No information,No information,, LED," Optional,Halogen", LED,No information, Single Tone,No information, Ebony, Front and Rear, Footwell Lamps, Front Only,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information,,No information, Panoramic Sunroof,No information,No information, Cladding - Black/Grey, 3, 100000,No information, 6 Way,Land Rover Discovery 2.0 Petrol, 201, 7.3, Dynamic,,, Optional,,,,,,,,,,,,,,,,,,,,,,,
5, Petrol," Automatic (TC) - 8 Gears, Paddle Shift, Sport Mode", Full-time, 8.9, 804," 1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L Ingenium Turbocharged I4 Petrol   , 296 bhp @ 5500 rpm, 400 Nm @ 1500 rpm, Turbocharged, AWD,, BS 6, Power assisted (Electric), 6.2," Fully Independent, Double Wishbones with Coil Springs"," Fully Independent, Multi-link with Coil Springs", Alloy Wheels, 255 / 55 R20, 255 / 55 R20, Alloy, 258, 90, 7, 4956, 2073, 1888, 2923, 207,, 3, 5, 5 Star (Euro NCAP)," 8 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side, 2 Rear Passenger Side)", Optional,No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Analogue - Digital ,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Optional, Front & Rear, 360 Camera, Digital,No information, Analogue,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information," Android Auto (Wireless), Apple Car Play (Wireless)",No information,No information,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information,No information, Manual Tilt & Telescopic, Yes (Automatic Three Zone),No information," Two Zones, Individual Fan Speed Controls"," Separate Zone, Vents On Roof and Pillars, Common Fan Speed Control",, Driver & Co-Driver, Electronic - Internal Only,No information,No information,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information,No information,No information,No information,No information, Electronic, Leather," 12 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 12 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 2 way electrically adjustable (backrest tilt forward / back) + 4 way manually adjustable (seat forward / back, headrest up / down)"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",No information,, Front & Rear, Bench, Full, 60:40 split,,, Front & Rear, All, All,No information,No information,No information, Body Coloured, Chrome, Metallic, Body Coloured, Electrically Adjustable,No information, Electric Tailgate Release, LED,No information,No information,, LED," Optional,Halogen", LED,No information, Single Tone,No information, Ebony, Front and Rear, Footwell Lamps, Front Only,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information,,No information, Panoramic Sunroof,No information,No information, Cladding - Black/Grey, 3, 100000,No information, 6 Way,Land Rover Discovery S 2.0 Petrol, 201, 7.3, Dynamic,,, Optional,,,,,,,,,,,,,,,,,,,,,,,
6, Petrol," Automatic (TC) - 8 Gears, Paddle Shift, Sport Mode", Full-time, 8.9, 804," 1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L Ingenium Turbocharged I4 Petrol   , 296 bhp @ 5500 rpm, 400 Nm @ 1500 rpm, Turbocharged, AWD,, BS 6, Power assisted (Electric), 6.2," Fully Independent, Double Wishbones with Coil Springs"," Fully Independent, Multi-link with Coil Springs", Alloy Wheels, 255 / 55 R20, 255 / 55 R20, Alloy, 258, 90, 7, 4956, 2073, 1888, 2923, 207,, 3, 5, 5 Star (Euro NCAP)," 8 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side, 2 Rear Passenger Side)",No information,No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Analogue - Digital ,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Optional, Front & Rear, 360 Camera, Digital,No information, Analogue,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information," Android Auto (Wireless), Apple Car Play (Wireless)",No information,No information,No information, 6+,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information,No information, Manual Tilt & Telescopic, Yes (Automatic Three Zone),No information," Two Zones, Individual Fan Speed Controls"," Separate Zone, Vents On Roof and Pillars, Common Fan Speed Control",, Driver & Co-Driver, Electronic - Internal Only,No information,No information,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information,No information,No information,No information,No information, Electronic, Leather," 14 way electrically adjustable with 2 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down, extended thigh support forward / back) + 2 way manually adjustable (headrest up / down)"," 16 way electrically adjustable with 2 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down, extended thigh support forward / back, shoulder support forward / back) + 2 way manually adjustable (headrest up / down)"," 2 way electrically adjustable (backrest tilt forward / back) + 4 way manually adjustable (seat forward / back, headrest up / down)"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",No information, With Cup Holder, Front & Rear, Bench, Full, 60:40 split,,, Front & Rear, All, All,No information,No information,No information, Body Coloured, Chrome, Metallic, Body Coloured, Electrically Adjustable & Retractable,No information, Electric Tailgate Release, LED,No information,No information,No information, LED," Optional,Halogen", LED,No information, Dual Tone,No information," Ebony, Acorn / Ebony", Front and Rear, Footwell Lamps, Front & Rear,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information,,No information, Panoramic Sunroof,No information,No information, Cladding - Black/Grey, 3, 100000,No information, 6 Way,Land Rover Discovery SE 2.0 Petrol, 201, 7.3, Dynamic,,, Optional,No information,,,,,,,,,,,,,,,,,,,,,,
7, Petrol," Automatic (TC) - 8 Gears, Paddle Shift, Sport Mode", Full-time, 8.9, 804," 1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L Ingenium Turbocharged I4 Petrol   , 296 bhp @ 5500 rpm, 400 Nm @ 1500 rpm, Turbocharged, AWD,, BS 6, Power assisted (Electric), 6.2," Fully Independent, Double Wishbones with Coil Springs"," Fully Independent, Multi-link with Coil Springs", Alloy Wheels, 255 / 55 R20, 255 / 55 R20, Alloy, 258, 90, 7, 4956, 2073, 1888, 2923, 207,, 3, 5, 5 Star (Euro NCAP)," 8 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side, 2 Rear Passenger Side)", Optional,No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Analogue - Digital ,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Optional, Front & Rear, 360 Camera, Digital,No information, Analogue,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information," Android Auto (Wireless), Apple Car Play (Wireless)",No information,No information,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information,No information, Manual Tilt & Telescopic, Yes (Automatic Three Zone),No information," Two Zones, Individual Fan Speed Controls"," Separate Zone, Vents On Roof and Pillars, Common Fan Speed Control",, Driver & Co-Driver, Electronic - Internal Only,No information,No information,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information,No information,No information,No information,No information, Electronic, Leather," 12 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 12 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 2 way electrically adjustable (backrest tilt forward / back) + 4 way manually adjustable (seat forward / back, headrest up / down)"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",No information,, Front & Rear, Bench, Full, 60:40 split,,, Front & Rear, All, All,No information,No information,No information, Body Coloured, Chrome, Metallic, Body Coloured, Electrically Adjustable,No information, Electric Tailgate Release, LED,No information,No information,, LED," Optional,Halogen", LED,No information, Single Tone,No information, Ebony, Front and Rear, Footwell Lamps, Front Only,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information,,No information, Panoramic Sunroof,No information,No information, Cladding - Black/Grey, 3, 100000,No information, 6 Way,Land Rover Discovery S R-Dynamic 2.0 Petrol, 201, 7.3, Dynamic,,, Optional,,,,,,,,,,,,,,,,,,,,,,,
8, Petrol," Automatic (TC) - 8 Gears, Paddle Shift, Sport Mode", Full-time, 8.9, 804," 2995 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC", 3.0L AJ126 Supercharged V6 Petrol, 355 bhp @ 5500 rpm, 500 Nm @ 1750 rpm, Supercharged, AWD,, BS 6, Power assisted (Electric), 6.2," Fully Independent, Double Wishbones with Coil Springs"," Fully Independent, Multi-link with Coil Springs", Alloy Wheels, 255 / 55 R20, 255 / 55 R20, Alloy, 258, 90, 7, 4956, 2073, 1888, 2923, 207,, 3, 5, 5 Star (Euro NCAP)," 8 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side, 2 Rear Passenger Side)", Optional,No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Analogue,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Optional, Front & Rear, 360 Camera, Digital,No information, Analogue,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information," Android Auto (Wireless), Apple Car Play (Wireless)",No information,No information,No information, 6+,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information,No information, Electric Tilt & Telescopic, Yes (Automatic Three Zone),No information," Two Zones, Individual Fan Speed Controls"," Separate Zone, Vents On Roof and Pillars, Common Fan Speed Control",, Driver & Co-Driver, Electronic - All,No information,,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information,No information,No information,No information,No information,, Leather," 12 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 12 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 2 way electrically adjustable (backrest tilt forward / back) + 4 way manually adjustable (seat forward / back, headrest up / down)"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",No information,No information, Front & Rear, Bench, Partial,No information,, 60:40 split, Front & Rear, All, All,No information,No information,No information, Body Coloured, Chrome, Metallic, Body Coloured, Electrically Adjustable & Retractable,No information, Internal with Remote, LED,No information,No information,No information, LED," LED on front, Halogen on rear", LED,No information, Dual Tone,No information,, Front and Rear, Footwell Lamps, Rear Only,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information,,No information, Panoramic Sunroof,No information,No information,, 3, 100000,No information, 6 Way,Land Rover Discovery S 3.0 Petrol, 201, 7.3,No information,No information, Chrome Inserts, Active,,No information, Front only, Heated and cooled, Manual,No information,No information,,,,,,,,,,,,,,,,
