, Fuel Type, Transmission, Mileage - ARAI Reported, Driving Range (km), Engine, Engine Type, Peak Power (bhp@rpm), Peak Torque (Nm@rpm), Drivetrain, Others, Emission Standard, Steering Type, Minimum Turning Radius, Suspension - Front, Suspension - Rear, Wheels Type, Tyres Size - Front, Tyres Size - Rear, Spare Wheel, Bootspace / Dicky Capacity (L), Fuel Tank Capacity (L), Passenger Capacity, Length (mm), Width (mm), Height (mm), Wheelbase (mm), Curb Weight (kgs), No of Seating Rows, No of Doors, Airbags, Seat Belt Warning, Child Lock, Anchor Points for Child Seat, Overspeed Warning, Speed Sensing Door Lock, Anti theft Engine immobilizer, Central Locking, Type of Instrument Cluster / Dashboard Display, Mileage or  Average Fuel Consumption, Average Speed, Distance to Empty, Trip Meter, Low Fuel Warning, Door Not Closed Warning, Adjustable Cluster Brightness, Active Gear Display, Gear Shift Indicator, Parking Sensors, Clock, Headlights On Reminder, Tachometer, Android / Apple Connectivity , Steering Adjustment, Air Conditioner, Heater, Front AC, Anti-glare Rear View Mirrors, 12V Power Outlets, Boot Access from the Last Row Seats, Brake Type - Front, Break Type - Rear, ABS - Anti Lock Braking System, EBD - Electronic Brake-force Distribution, Brake Assist in Emergency (BA), Hill Hold Assist, Seat Upholstery, Adjustment Options - Driver Seat, Adjustment Options - Front Passanger Seat, Headrests, Rear Passenger Seats Type, Folding Rear Seat, Power Windows, WIndow Control: One Touch - Up, Window Control: One Touch -Down, Rear Glass Defogger, Exterior Door Handles, Interior Door Handles, Outside Rear View Mirrors (ORVMs), Adjustable ORVM, Boot / Dikki Opener, Headlights, Headlight Height Adjuster, Tail Light, Interiors, Interior Colour(s), Cup Holders, Pockets inside Door, Pockets in Front Seat-back, Reading Lamp for Rear Passengers, Roof Mounted Antenna, Body Coloured Bumpers, Warranty (Years), Warranty (Max Kilometres), Battery Warranty (Max Kilometres),NAME, Integrated Music System, Infotainment Display, Steering Mounted Controls, GPS & Navigation, Speakers, FM Radio, Bluetooth Connectivity, USB / Pen-Drive Support, Aux Support, MP3 Playback, Vanity Mirrors on Sun Visors, Turn Indicators on ORVM, Lights inside Cabin, Electronic Stability Program (ESP), Alternate Fuel, Split Rear Seat, Real Time Mileage, Parking Assist, Find My Car, Vehicle Status on App, Remote Car Lock/Unlock Via app, Remote Car Light Flashing & Honking Via app, Emergency Call, Over The Air (OTA) Updates, Alexa Compatibility, Geo-Fence, Voice Command Support, Push Button Start / Stop, Rear AC, Adjustment Options - Rear Row Seat, Driver Armrest, Rear Wiper, Automatic Head Lights, Follow me home head Lights, Ambient or soft Interior Lighting, Light inside Glove Box, Storage in Driver Armrest, Seat Adjustment, Heads Up Display (HUD), Cruise Control Driving Mode, Daytime Running Lights, Fog Lamps, Leather-wrapped Steering, Lights on Vanity Mirrors, Ground Clearance (mm), Middle rear three-point seatbelt, Unit / Display Size, Head Rest for Middle Rear Seat, Traction Control, Ride Height Adjustment, Armrest for Rear Seat, Sunglass Holder, Remote AC Control Via app, Puddle Lights, Leather-wrapped Gear Knob, Sunroof / Moonroof, Electric Motor, Peak Motor Performance, Battery, 4x4 or All Wheel Drive, Hill Descent Control, Differential Lock, Wireless Charger, Tyre Pressure Monitoring (TPMS), Ventilated Seats, Ventilated Seat Type, AC for Third Row, Adjustment Options - Third Row Seat, Third Row Seats Type, Split Third Row Seat, Third Row Cup Holders, Body Kit, iPod Compatibility, Flashing Emergency Brake Light , Blinds - Side Window, Battery Warranty (Years), Forward Collision Warning , Automatic Emergency Braking, High-beam Assist, Lane Departure Warning, Turbo / SuperCharger, NCAP Rating (Best - 5 Star), Cooled Glove Box, Doot Sill Plates, Rub - Strips, Limited Slip Differential (LSD), Time for 0-100 kmph Acceleration , Braking Performance, Peak Engine Performance, DVD Playback, Rain-sensing Wipers, Blinds - Rear Windshield, Internal Hard-disk, Cornering Headlights, Chrome Finish Exhaust pipe, CD Player
42, Diesel, Manual - 6 Gears,,," 2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", Four Cylinder Inline Turbocharged , 201 bhp @ 3400 rpm, 420 Nm @ 1400 rpm, 4WD / AWD,  Idle Start/Stop, BS 6, Power assisted (Electric), 6.4, Double Wishbone, Leaf Spring Rigid Axle, Alloy Wheels, 265 / 60 R18, 265 / 60 R18, Steel, 435, 80, 5, 5325, 1855, 1865, 3085,, 2, 4," 7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Analogue - Digital ,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Front & Rear, Digital,No information, Analogue," Android Auto (Yes), Apple Car Play (Yes)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Two Zones, Common Fan Speed Control", Electronic - Internal Only,No information,, Ventilated Disc, Drum,No information,No information,No information,No information, Leather," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Front & Rear, All, All,, Chrome, Chrome, Chrome, Electrically Adjustable & Retractable, Electric Tailgate Release, LED,No information, LED, Single Tone, Black, Front & Rear, Front & Rear,No information,,No information,, 3, 100000, Not Applicable,Toyota Hilux High 4X4 MT,No information, Touch-screen Display,No information,, 6,No information, Phone & Audio Streaming,No information,No information,, Co-Driver Only,No information, Front and Rear,No information,, 60:40 split,No information, Reverse Camera,,,,,,,,,No information,No information," Blower, Vents Behind Front Armrest", 2 way manually adjustable (headrest up / down),No information,,No information,,,,No information, 2 Way,,No information, LED, LED,No information,,,No information, Not Applicable,No information,No information,,No information,No information,,,No information,,,,, Manual Shift - Electronic,No information, Electronic, Optional, Optional,,,,,,,, Cladding - Black/Grey,No information,No information,,,,,,, Turbocharged, 3 Star (Euro NCAP),No information, Plastic, Chrome Inserts,,,,,,,,,,,
43, Diesel, Automatic (TC) - 6 Gears,,," 2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", Four Cylinder Inline Turbocharged , 201 bhp @ 3000 rpm, 500 Nm @ 1600 rpm, 4WD / AWD,  Idle Start/Stop, BS 6, Power assisted (Electric), 6.4, Double Wishbone, Leaf Spring Rigid Axle, Alloy Wheels, 265 / 60 R18, 265 / 60 R18, Steel, 435, 80, 5, 5325, 1855, 1865, 3085,, 2, 4," 7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Analogue - Digital ,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,, Front & Rear, Digital,No information, Analogue," Android Auto (Yes), Apple Car Play (Yes)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Two Zones, Common Fan Speed Control", Electronic - Internal Only,No information,, Ventilated Disc, Drum,No information,No information,No information,No information, Leather," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Front & Rear, All, All,, Chrome, Chrome, Chrome, Electrically Adjustable & Retractable, Electric Tailgate Release, LED,No information, LED, Single Tone, Black, Front & Rear, Front & Rear,No information,,No information,, 3, 100000, Not Applicable,Toyota Hilux High 4X4 AT,No information, Touch-screen Display,No information,, 6,No information, Phone & Audio Streaming,No information,No information,, Co-Driver Only,No information, Front and Rear,No information,, 60:40 split,No information, Reverse Camera,,,,,,,,,No information,No information," Blower, Vents Behind Front Armrest", 2 way manually adjustable (headrest up / down),No information,,No information,,,,No information, 2 Way,,No information, LED, LED,No information,,,No information, Not Applicable,No information,No information,,No information,No information,,,No information,,,,, Manual Shift - Electronic,No information, Electronic, Optional, Optional,,,,,,,, Cladding - Black/Grey,No information,No information,,,,,,, Turbocharged, 3 Star (Euro NCAP),No information, Plastic, Chrome Inserts,,,,,,,,,,,
44, Petrol," Manual - 5 Gears, Sport Mode", 10, 800," 2694 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2TR-FE I4 Dual VVT-i, 164 bhp @ 5200 rpm, 245 Nm @ 4000 rpm, RWD,, BS 6, Power assisted (Hydraulic), 5.8, Double Wishbone with Stabiliser, 4-Link with Coil Spring and Stabiliser, Alloy Wheels, 265 / 65 R17, 265 / 65 R17, Alloy, 296, 80, 7, 4795, 1855, 1835, 2745,, 3, 5," 7 Airbags (Driver, Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Analogue - Digital ,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Front & Rear, Digital,No information, Analogue," Android Auto (Yes), Apple Car Play (Yes)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control", Electronic - Internal Only,No information,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information, Leather," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", Front & Rear, Bench, Full, Front & Rear, All, All,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Opening and Closing, LED,No information, LED, Dual Tone, Chamois / Black, Front & Rear, Front & Rear,No information,No information,No information,No information, 3, 100000,No information,Toyota Fortuner 4X2 MT 2.7 Petrol,No information, Touch-screen Display,No information,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information, Driver & Co-Driver,No information, Front and Rear,No information,, 60:40 split,No information, Reverse Camera,No information,,,,No information,,,No information,No information,No information," Blower, Vents on Roof"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information,,,,No information, 6 Way,,No information, LED," LED on front, Halogen on rear",No information,,,No information,,No information,No information,, With Cup Holder,No information,,No information,No information,,,,,,,,, Optional, Front only, Cooled," Blower, Vents on Roof"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information, Cladding - Black/Grey,No information,,,,,,,,, 5 Star (ANCAP),No information,,,No information,,,,,,,,,,
45, Petrol," Automatic (TC) - 6 Gears, Manual Override & Paddle Shift, Sport Mode", 10.3, 824," 2694 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2TR-FE I4 Dual VVT-i, 164 bhp @ 5200 rpm, 245 Nm @ 4000 rpm, RWD,, BS 6, Power assisted (Hydraulic), 5.8, Double Wishbone with Stabiliser, 4-Link with Coil Spring and Stabiliser, Alloy Wheels, 265 / 65 R17, 265 / 65 R17, Alloy, 296, 80, 7, 4795, 1855, 1835, 2745,, 3, 5," 7 Airbags (Driver, Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Analogue - Digital ,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Front & Rear, Digital,No information, Analogue," Android Auto (Yes), Apple Car Play (Yes)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control", Electronic - Internal Only,No information,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information, Leather," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", Front & Rear, Bench, Full, Front & Rear, All, All,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Opening and Closing, LED,No information, LED, Dual Tone, Chamois / Black, Front & Rear, Front & Rear,No information,No information,No information,No information, 3, 100000,No information,Toyota Fortuner 4X2 AT 2.7 Petrol,No information, Touch-screen Display,No information,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information, Driver & Co-Driver,No information, Front and Rear,No information,, 60:40 split,No information, Reverse Camera,No information,,,,No information,,,No information,No information,No information," Blower, Vents on Roof"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information,,,,No information, 6 Way,,No information, LED," LED on front, Halogen on rear",No information,,,No information,,No information,No information,, With Cup Holder,No information,,No information,No information,,,,,,,,, Optional, Front only, Cooled," Blower, Vents on Roof"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information, Cladding - Black/Grey,No information,,,,,,,,, 5 Star (ANCAP),No information,,,No information,,,,,,,,,,
46, Diesel," Manual - 6 Gears, Sport Mode", 14.6, 1168," 2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1GD-FTV Turbocharged D-4D I4, 201 bhp @ 3400 rpm, 420 Nm @ 1400 rpm, RWD,, BS 6, Power assisted (Hydraulic), 5.8, Double Wishbone with Stabiliser, 4-Link with Coil Spring and Stabiliser, Alloy Wheels, 265 / 65 R17, 265 / 65 R17, Alloy, 296, 80, 7, 4795, 1855, 1835, 2745,, 3, 5," 7 Airbags (Driver, Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Analogue - Digital ,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Front & Rear, Digital,No information, Analogue," Android Auto (Yes), Apple Car Play (Yes)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control", Electronic - Internal Only,No information,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information, Leather," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", Front & Rear, Bench, Full, Front & Rear, All, All,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Opening and Closing, LED,No information, LED, Single Tone, Black, Front & Rear, Front & Rear,No information,No information,No information,No information, 3, 100000,No information,Toyota Fortuner 4X2 MT 2.8 Diesel,No information, Touch-screen Display,No information,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information, Driver & Co-Driver,No information, Front and Rear,No information,, 60:40 split,No information, Reverse Camera,No information,,,,No information,,,No information,No information,No information," Blower, Vents on Roof"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information,,,,No information, 6 Way,,No information, LED," LED on front, Halogen on rear",No information,,,No information,,No information,No information,, With Cup Holder,No information,,No information,No information,,,,,,,,, Optional, Front only, Cooled," Blower, Vents on Roof"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information, Cladding - Black/Grey,No information,,,,,,,, Turbocharged, 5 Star (ANCAP),No information,,,No information,,,,,,,,,,
47, Diesel," Automatic (TC) - 6 Gears, Manual Override & Paddle Shift, Sport Mode", 14.4, 1152," 2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1GD-FTV Turbocharged D-4D I4, 201 bhp @ 3000 rpm, 500 Nm @ 1600 rpm, RWD,  Idle Start/Stop, BS 6, Power assisted (Hydraulic), 5.8, Double Wishbone with Stabiliser, 4-Link with Coil Spring and Stabiliser, Alloy Wheels, 265 / 65 R17, 265 / 65 R17, Alloy, 296, 80, 7, 4795, 1855, 1835, 2745,, 3, 5," 7 Airbags (Driver, Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Analogue - Digital ,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Front & Rear, Digital,No information, Analogue," Android Auto (Yes), Apple Car Play (Yes)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control", Electronic - Internal Only,No information,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information, Leather," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", Front & Rear, Bench, Full, Front & Rear, All, All,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Opening and Closing, LED,No information, LED, Single Tone, Black, Front & Rear, Front & Rear,No information,No information,No information,No information, 3, 100000,No information,Toyota Fortuner 4X2 AT 2.8 Diesel,No information, Touch-screen Display,No information,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information, Driver & Co-Driver,No information, Front and Rear,No information,, 60:40 split,No information, Reverse Camera,No information,,,,No information,,,No information,No information,No information," Blower, Vents on Roof"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information,,,,No information, 6 Way,,No information, LED," LED on front, Halogen on rear",No information,,,No information,,No information,No information,, With Cup Holder,No information,,No information,No information,,,,,,,,, Optional, Front only, Cooled," Blower, Vents on Roof"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information, Cladding - Black/Grey,No information,,,,,,,, Turbocharged, 5 Star (ANCAP),No information,,,No information, 10.4, 43.25,,,,,,,,
48, Diesel," Manual - 6 Gears, Sport Mode", 14.2, 1136," 2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1GD-FTV Turbocharged D-4D I4, 201 bhp @ 3400 rpm, 420 Nm @ 1400 rpm, AWD,, BS 6, Power assisted (Hydraulic), 5.8, Double Wishbone with Stabiliser, 4-Link with Coil Spring and Stabiliser, Alloy Wheels, 265 / 60 R18, 265 / 60 R18, Alloy, 296, 80, 7, 4795, 1855, 1835, 2745,, 3, 5," 7 Airbags (Driver, Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Analogue - Digital ,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Front & Rear, Digital,No information, Analogue," Android Auto (Yes), Apple Car Play (Yes)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control", Electronic - Internal Only,No information,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information, Leather," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", Front & Rear, Bench, Full, Front & Rear, All, All,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Opening and Closing, LED,No information, LED, Single Tone, Black, Front & Rear, Front & Rear,No information,No information,No information,No information, 3, 100000,No information,Toyota Fortuner 4X4 MT 2.8 Diesel,No information, Touch-screen Display,No information,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information, Driver & Co-Driver,No information, Front and Rear,No information,, 60:40 split,No information, Reverse Camera,No information,,,,No information,,,No information,No information,No information," Blower, Vents on Roof"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information,,,,No information, 6 Way,,No information, LED," LED on front, Halogen on rear",No information,,,No information,,No information,No information,, With Cup Holder,No information,,No information,No information,,,,, Manual Shift - Electronic,No information, Driven Axle,, Optional, Front only, Cooled," Blower, Vents on Roof"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information, Cladding - Black/Grey,No information,,,,,,,, Turbocharged, 5 Star (ANCAP),No information,,,No information,,,,,,,,,,
49, Diesel," Automatic (TC) - 6 Gears, Manual Override & Paddle Shift, Sport Mode", 14.2, 1136," 2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1GD-FTV Turbocharged D-4D I4, 201 bhp @ 3000 rpm, 500 Nm @ 1600 rpm, AWD,  Idle Start/Stop, BS 6, Power assisted (Hydraulic), 5.8, Double Wishbone with Stabiliser, 4-Link with Coil Spring and Stabiliser, Alloy Wheels, 265 / 60 R18, 265 / 60 R18, Alloy, 296, 80, 7, 4795, 1855, 1835, 2745,, 3, 5," 7 Airbags (Driver, Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Analogue - Digital ,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Front & Rear, Digital,No information, Analogue," Android Auto (Yes), Apple Car Play (Yes)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control", Electronic - Internal Only,No information,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information, Leather," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", Front & Rear, Bench, Full, Front & Rear, All, All,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Opening and Closing, LED,No information, LED, Single Tone, Black, Front & Rear, Front & Rear,No information,No information,No information,No information, 3, 100000,No information,Toyota Fortuner 4X4 AT 2.8 Diesel,No information, Touch-screen Display,No information,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information, Driver & Co-Driver,No information, Front and Rear,No information,, 60:40 split,No information, Reverse Camera,No information,,,,No information,,,No information,No information,No information," Blower, Vents on Roof"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information,,,,No information, 6 Way,,No information, LED," LED on front, Halogen on rear",No information,,,No information,,No information,No information,, With Cup Holder,No information,,No information,No information,,,,, Manual Shift - Electronic,No information, Driven Axle,, Optional, Front only, Cooled," Blower, Vents on Roof"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information, Cladding - Black/Grey,No information,,,,,,,, Turbocharged, 5 Star (ANCAP),No information,,,No information,,,,,,,,,,
50, Diesel," Automatic (TC) - 6 Gears, Manual Override & Paddle Shift, Sport Mode", 14.2, 1136," 2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1GD-FTV Turbocharged D-4D I4, 201 bhp @ 3000 rpm, 500 Nm @ 1600 rpm, AWD,  Idle Start/Stop, BS 6, Power assisted (Hydraulic), 5.8, Double Wishbone with Stabiliser, 4-Link with Coil Spring and Stabiliser, Alloy Wheels, 265 / 60 R18, 265 / 60 R18, Alloy, 296, 80, 7, 4795, 1855, 1835, 2745,, 3, 5," 7 Airbags (Driver, Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Analogue - Digital ,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Front & Rear, Digital,No information, Analogue," Android Auto (Yes), Apple Car Play (Yes)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control", Electronic - Internal Only,No information,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information, Leather," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", Front & Rear, Bench, Full, Front & Rear, All, All,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Opening and Closing, LED,No information, LED, Single Tone, Black, Front & Rear, Front & Rear,No information,No information,No information,No information, 3, 100000,No information,Toyota Fortuner GR-S,No information, Touch-screen Display,No information,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information, Driver & Co-Driver,No information, Front and Rear,No information,, 60:40 split,No information, Reverse Camera,No information,,,,No information,,,No information,No information,No information," Blower, Vents on Roof"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information,,,,No information, 6 Way,,No information, LED," LED on front, Halogen on rear",No information,,,No information,,No information,No information,, With Cup Holder,No information,,No information,No information,,,,, Manual Shift - Electronic,No information, Driven Axle,No information, Optional, Front only, Cooled," Blower, Vents on Roof"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information, Cladding - Black/Grey,No information,,,,,,,, Turbocharged, 5 Star (ANCAP),No information,,,No information,,,,,,,,,,
51, Diesel," Automatic (TC) - 6 Gears, Manual Override & Paddle Shift, Sport Mode", 14.4, 1152," 2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1GD-FTV Turbocharged D-4D I4, 201 bhp @ 3000 rpm, 500 Nm @ 1600 rpm, RWD,  Idle Start/Stop, BS 6, Power assisted (Hydraulic), 5.8, Double Wishbone with Stabiliser, 4-Link with Coil Spring and Stabiliser, Alloy Wheels, 265 / 60 R18, 265 / 60 R18, Alloy, 296, 80, 7, 4795, 1855, 1835, 2745,, 3, 5," 7 Airbags (Driver, Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Analogue - Digital ,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Front & Rear, Digital,No information, Analogue," Android Auto (Yes), Apple Car Play (Yes)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control", Electronic - Internal Only,No information,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information, Leather," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", Front & Rear, Bench, Full, Front & Rear, All, All,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable, Foot Trigger Opening/Automatic, LED,No information, LED, Dual Tone, Maroon / Black, Front & Rear, Front & Rear,No information,No information,No information,No information, 3, 100000,No information,Toyota Fortuner Legender 4X2 AT 2.8 Legender,No information, Touch-screen Display,No information,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information, Driver & Co-Driver,No information, Front and Rear,No information,, 60:40 split,No information, Reverse Camera,No information,,,,No information,,,No information,No information,No information," Blower, Vents on Roof"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information,,No information,,No information, 6 Way,,No information, LED," LED on front, Halogen on rear",No information,,,No information,,No information,No information,, With Cup Holder,No information,,No information,No information,,,,,,,,No information, Optional, Front only, Cooled," Blower, Vents on Roof"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information, Cladding - Black/Grey,No information,,,,,,,, Turbocharged, 5 Star (ANCAP),No information,,,No information, 10.4, 43.25,,,,,,,,
