, Fuel Type, Transmission, Mileage - ARAI Reported, Driving Range (km), Engine, Engine Type, Peak Power (bhp@rpm), Peak Torque (Nm@rpm), Peak Engine Performance, Electric Motor, Peak Motor Performance, Battery, Drivetrain, Others, Emission Standard, Steering Type, Minimum Turning Radius, Suspension - Front, Suspension - Rear, Wheels Type, Tyres Size - Front, Tyres Size - Rear, Spare Wheel, Bootspace / Dicky Capacity (L), Fuel Tank Capacity (L), Passenger Capacity, Length (mm), Width (mm), Height (mm), Wheelbase (mm), Ground Clearance (mm), Curb Weight (kgs), No of Seating Rows, No of Doors, NCAP Rating (Best - 5 Star), Airbags, Seat Belt Warning, Child Lock, Anchor Points for Child Seat, Overspeed Warning, Speed Sensing Door Lock, Anti theft Engine immobilizer, Middle rear three-point seatbelt, Flashing Emergency Brake Light , Central Locking, Type of Instrument Cluster / Dashboard Display, Mileage or  Average Fuel Consumption, Real Time Mileage, Average Speed, Distance to Empty, Trip Meter, Low Fuel Warning, Door Not Closed Warning, Adjustable Cluster Brightness, Active Gear Display, Tyre Pressure Monitoring (TPMS), Gear Shift Indicator, Parking Sensors, Parking Assist, Clock, Heads Up Display (HUD), Headlights On Reminder, Tachometer, Integrated Music System, Infotainment Display, Voice Command Support, Android / Apple Connectivity , Steering Mounted Controls, GPS & Navigation, Speakers, FM Radio, Bluetooth Connectivity, USB / Pen-Drive Support, Aux Support, iPod Compatibility, CD Player, DVD Playback, MP3 Playback, Push Button Start / Stop, Cruise Control Driving Mode, Steering Adjustment, Air Conditioner, Heater, Front AC, Rear AC, Vanity Mirrors on Sun Visors, Anti-glare Rear View Mirrors, 12V Power Outlets, Head Rest for Middle Rear Seat, Brake Type - Front, Break Type - Rear, ABS - Anti Lock Braking System, EBD - Electronic Brake-force Distribution, Electronic Stability Program (ESP), Traction Control, Hill Hold Assist, Seat Upholstery, Ventilated Seats, Ventilated Seat Type, Adjustment Options - Driver Seat, Adjustment Options - Front Passanger Seat, Adjustment Options - Rear Row Seat, Driver Armrest, Armrest for Rear Seat, Headrests, Rear Passenger Seats Type, Power Windows, WIndow Control: One Touch - Up, Window Control: One Touch -Down, Rain-sensing Wipers, Rear Glass Defogger, Exterior Door Handles, Interior Door Handles, Blinds - Side Window, Blinds - Rear Windshield, Outside Rear View Mirrors (ORVMs), Adjustable ORVM, Turn Indicators on ORVM, Boot / Dikki Opener, Headlights, Automatic Head Lights, Headlight Height Adjuster, Follow me home head Lights, Cornering Headlights, Daytime Running Lights, Fog Lamps, Tail Light, Interiors, Leather-wrapped Steering, Interior Colour(s), Lights inside Cabin, Ambient or soft Interior Lighting, Cup Holders, Light inside Glove Box, Storage in Driver Armrest, Pockets inside Door, Pockets in Front Seat-back, Lights on Vanity Mirrors, Reading Lamp for Rear Passengers, Sunroof / Moonroof, Roof Mounted Antenna, Body Coloured Bumpers, Warranty (Years), Warranty (Max Kilometres), Seat Adjustment,NAME, Wireless Charger, Battery Warranty (Years), Battery Warranty (Max Kilometres), Top Speed, Time for 0-100 kmph Acceleration , 4x4 or All Wheel Drive, High-beam Assist, Boot Access from the Last Row Seats, Folding Rear Seat, Split Rear Seat, Rear Wiper, Doot Sill Plates, Leather-wrapped Gear Knob, Sunglass Holder, Body Kit, Display for Rear Passengers, Brake Assist in Emergency (BA), Third Row Seats Type, Puddle Lights, Four Wheel Steering, Puncture Repair Kit, Ride Height Adjustment, Chrome Finish Exhaust pipe, Rub - Strips, Seat Base Sliding, Limited Slip Differential (LSD), Turbo / SuperCharger, AC for Third Row, Hill Descent Control, Differential Lock, Split Third Row Seat, Cooled Glove Box, Third Row Cup Holders
0, Hybrid (Electric + Petrol)," Automatic (CVT) - 6 Gears, Manual Override & Paddle Shift, Sport Mode", 22.58, 1129," 2487 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.5L A25A-FXS I4, 176 bhp @ 5700 rpm, 221 Nm @ 3600 rpm, 215 bhp, 1 Permanent magnet synchronous Placed At Integrated with Transmission," 118 bhp @ 88 rpm, 202 Nm"," 1.6 kWh, Nickel Metal Hydride, 244.8 Volt, 46.5 kg Battery Placed Under Rear Seats", FWD," Regenerative Braking, Idle Start/Stop, Pure Electric Driving Mode", BS 6, Power assisted (Electric), 5.9, MacPherson Strut, Trailing-arm Double-wishbone, Alloy Wheels, 235 / 45 R18, 235 / 45 R18, Alloy, 454, 50, 5, 4975, 1865, 1445, 2870, 150, 1680, 2, 4, 5 Star (Euro NCAP)," 10 Airbags (Driver, Passenger, 2 Curtain, Driver Knee, Passenger Knee, Driver Side, Front Passenger Side, 2 Rear Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Analogue - Digital ,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Dynamic, Front & Rear, Reverse Camera with Guidance, Analogue,No information,No information, Digital,No information, LCD Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information,No information, 6+,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information,No information,No information,No information, Electric Tilt & Telescopic, Yes (Automatic Three Zone),No information," Two Zones, Individual Fan Speed Controls"," Separate Zone, Vents Behind Front Armrest, Common Fan Speed Control", Driver & Co-Driver, Electronic - Internal Only, 2,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information,No information, Leather, All, Heated and cooled," 14 way electrically adjustable with 3 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down, extended thigh support forward / back) + 2 way manually adjustable (headrest up / down)"," 12 way electrically adjustable with 3 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", 2 way electrically adjustable (backrest tilt forward / back) + 2 way manually adjustable (headrest up / down),No information, With Audio controls & Cup holder, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Chrome, Rear - Manual, Electric, Body Coloured, Electrically Adjustable & Retractable,No information, Electric Tailgate Release, LED,No information,No information,No information, Intelligent, LED," LED,LED", LED, Dual Tone,No information," Topas Brown / Dark Brown, Rich Cream / Dark Brown", Front and Rear,No information, Front & Rear,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information, Electrically Adjustable,No information,No information, 3,  100000 , 4 Way,Lexus ES 300h Exquisite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, Hybrid (Electric + Petrol)," Automatic (CVT) - 6 Gears, Manual Override & Paddle Shift, Sport Mode", 22.5, 1129," 2487 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.5L A25A-FXS I4, 176 bhp @ 5700 rpm, 221 Nm @ 3600 rpm, 215 bhp, 1 Permanent magnet synchronous Placed At Integrated with Transmission," 118 bhp @ 88 rpm, 202 Nm"," 1.6 kWh, Nickel Metal Hydride, 244.8 Volt, 46.5 kg Battery Placed Under Rear Seats", FWD," Regenerative Braking, Idle Start/Stop, Pure Electric Driving Mode", BS 6, Power assisted (Electric), 5.9, MacPherson Strut, Trailing-arm Double-wishbone, Alloy Wheels, 235 / 45 R18, 235 / 45 R18, Alloy, 454, 50, 5, 4975, 1865, 1445, 2870, 150, 1680, 2, 4, 5 Star (Euro NCAP)," 10 Airbags (Driver, Passenger, 2 Curtain, Driver Knee, Passenger Knee, Driver Side, Front Passenger Side, 2 Rear Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Analogue - Digital ,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Dynamic, Front & Rear, Reverse Camera with Guidance, Analogue,No information,No information, Digital,No information, LCD Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information,No information, 6+,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information,No information,No information,No information, Electric Tilt & Telescopic, Yes (Automatic Three Zone),No information," Two Zones, Individual Fan Speed Controls"," Separate Zone, Vents Behind Front Armrest, Common Fan Speed Control", Driver & Co-Driver, Electronic - Internal Only, 2,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information,No information, Leather, All, Heated and cooled," 14 way electrically adjustable with 3 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down, extended thigh support forward / back) + 2 way manually adjustable (headrest up / down)"," 12 way electrically adjustable with 3 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", 2 way electrically adjustable (backrest tilt forward / back) + 2 way manually adjustable (headrest up / down),No information, With Audio controls & Cup holder, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Chrome, Rear - Manual, Electric, Body Coloured, Electrically Adjustable & Retractable,No information, Foot Trigger Opening/Automatic, LED,No information,No information,No information, Intelligent, LED," LED,LED", LED, Dual Tone,No information," Topas Brown / Dark Brown, Rich Cream / Dark Brown", Front and Rear,No information, Front & Rear,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information, Electrically Adjustable,No information,No information, 3,  100000 , 4 Way,Lexus ES 300h Luxury,No information, 8, 160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2, Hybrid (Electric + Petrol)," Automatic (CVT) - 6 Gears, Manual Override & Paddle Shift, Sport Mode", 17.8, 997," 2487 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.5L 2AR-FXE I4, 188 bhp @ 6000 rpm, 239 Nm @ 4300 rpm, 179 bhp  270 Nm, 2 Permanent magnet synchronous Placed At One motor each on front and rear axle,," 1.6 kWh, Lithium Ion, 259 Volt,Battery Placed Under Rear Seats", AWD," Regenerative Braking, Idle Start/Stop, Pure Electric Driving Mode", BS 6, Power assisted (Electric), 5.8, MacPherson Strut, Double Wishbone, Alloy Wheels, 235 / 50 R20, 235 / 50 R20, Alloy, 520, 55, 5, 4660, 1865, 1670, 2690, 195, 1785, 2, 5, 5 Star (Euro NCAP)," 8 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Front Passenger Knee, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Analogue - Digital ,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,, Dynamic, Front & Rear, Reverse Camera with Guidance, Analogue,,No information, Analogue,No information, LCD Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information,No information, 6+,No information, Phone & Audio Streaming,No information,No information,No information,,,No information,No information,No information, Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Two Zones, Individual Fan Speed Controls"," Blower, Vents Behind Front Armrest", Driver & Co-Driver, Electronic - All, 1,No information, Ventilated Disc, Disc,No information,No information,No information,No information,No information, Leather, Front only, Heated and cooled," 10 way electrically adjustable with 2 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 10 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",No information,No information, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Chrome,,, Body Coloured, Electrically Adjustable & Retractable,No information, Electric Opening and Closing, LED,No information,No information,No information, Intelligent, LED, LED on front, LED, Dual Tone,No information," White Ochre / Black, Sunflare Brown / Black, White Ochre / White, Black, Dark Rose / Black, Ochre / Black, Black / Accent White, Rich Cream / Black", Front and Rear,, Front & Rear,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information, Panoramic Sunroof,No information,No information, 3,  100000 , 4 Way,Lexus NX 350h Exquisite,No information, 8, 160000, 180, 9.2, Torque-On-Demand,No information,No information, Full, 60:40 split,No information, Metallic,No information,No information, Cladding - Black/Grey,,,,,,,,,,,,,,,,,,
3, Hybrid (Electric + Petrol)," Automatic (CVT) - 6 Gears, Manual Override & Paddle Shift, Sport Mode", 17.8, 997," 2487 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.5L 2AR-FXE I4, 188 bhp @ 6000 rpm, 239 Nm @ 4300 rpm, 179 bhp  270 Nm, 2 Permanent magnet synchronous Placed At One motor each on front and rear axle,," 1.6 kWh, Lithium Ion, 259 Volt,Battery Placed Under Rear Seats", AWD," Regenerative Braking, Idle Start/Stop, Pure Electric Driving Mode", BS 6, Power assisted (Electric), 5.8, MacPherson Strut, Double Wishbone, Alloy Wheels, 235 / 50 R20, 235 / 50 R20, Alloy, 520, 55, 5, 4660, 1865, 1670, 2690, 195, 1845, 2, 5, 5 Star (Euro NCAP)," 8 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Front Passenger Knee, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Analogue - Digital ,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,, Dynamic, Front & Rear, 360 Camera, Analogue,No information,No information, Analogue,No information, LCD Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information,No information, 6+,No information, Phone & Audio Streaming,No information,No information,No information,,,No information,No information,No information, Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Two Zones, Individual Fan Speed Controls"," Blower, Vents Behind Front Armrest", Driver & Co-Driver, Electronic - All, 1,No information, Ventilated Disc, Disc,No information,No information,No information,No information,No information, Leather, Front only, Heated and cooled," 10 way electrically adjustable with 2 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 10 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)", 2 way electrically adjustable (backrest tilt forward / back) + 2 way manually adjustable (headrest up / down),No information,No information, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Chrome,,, Body Coloured, Electrically Adjustable & Retractable,No information, Foot Trigger Opening/Automatic, LED,No information,No information,No information, Intelligent, LED, LED on front, LED, Dual Tone,No information," White Ochre / Black, Sunflare Brown / Black, White Ochre / White, Black, Dark Rose / Black, Ochre / Black, Black / Accent White, Rich Cream / Black", Front and Rear,, Front & Rear,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information, Panoramic Sunroof,No information,No information, 3,  100000 , 4 Way,Lexus NX 350h Luxury,No information, 8, 160000, 180, 9.2, Torque-On-Demand,No information,No information, Full, 60:40 split,No information, Metallic,No information,No information, Cladding - Black/Grey,,,,,,,,,,,,,,,,,,
4, Hybrid (Electric + Petrol)," Automatic (CVT) - 6 Gears, Manual Override & Paddle Shift, Sport Mode", 17.8, 997," 2487 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.5L 2AR-FXE I4, 188 bhp @ 6000 rpm, 239 Nm @ 4300 rpm, 179 bhp  270 Nm, 2 Permanent magnet synchronous Placed At One motor each on front and rear axle,," 1.6 kWh, Lithium Ion, 259 Volt,Battery Placed Under Rear Seats", AWD," Regenerative Braking, Idle Start/Stop, Pure Electric Driving Mode", BS 6, Power assisted (Electric), 5.8, MacPherson Strut, Double Wishbone, Alloy Wheels, 235 / 50 R20, 235 / 50 R20, Alloy, 520, 55, 5, 4660, 1865, 1670, 2690, 195, 1905, 2, 5, 5 Star (Euro NCAP)," 8 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Front Passenger Knee, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Analogue - Digital ,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,, Dynamic, Front & Rear, 360 Camera, Analogue,No information,No information, Analogue,No information, LCD Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information,No information, 6+,No information, Phone & Audio Streaming,No information,No information,No information,,,No information,No information,No information, Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Two Zones, Individual Fan Speed Controls"," Blower, Vents Behind Front Armrest", Driver & Co-Driver, Electronic - All, 1,No information, Ventilated Disc, Disc,No information,No information,No information,No information,No information, Leather, Front only, Heated and cooled," 10 way electrically adjustable with 2 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 10 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar forward / back, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",No information,No information, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Chrome,,, Black, Electrically Adjustable & Retractable,No information, Foot Trigger Opening/Automatic, LED,No information,No information,No information, Intelligent, LED, LED on front, LED, Single Tone,No information,"  Black with White Inserts, Black, Black with Mustard Yellow Inserts, Black with Flare Red Inserts", Front and Rear,, Front & Rear,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information, Panoramic Sunroof,No information,No information, 3,  100000 , 4 Way,Lexus NX 350h F-Sport,No information, 8, 160000, 180, 9.2, Torque-On-Demand,No information,No information, Full, 60:40 split,No information, Metallic,No information,No information, Cladding - Black/Grey,,,,,,,,,,,,,,,,,,
5, Hybrid (Electric + Petrol)," Automatic (CVT) - 8 Gears, Manual Override & Paddle Shift, Sport Mode",,," 2487 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.5L A25A-FXS, 190 bhp @ 6000 rpm, 242 Nm @ 4300 rpm,, 2 Permanent magnet synchronous Placed At One motor each on front and rear axle, 179 bhp  270 Nm,"  Nickel Metal Hydride, 259.2 Volt,Battery Placed Under Rear Seats", AWD," Regenerative Braking, Idle Start/Stop, Pure Electric Driving Mode", BS 6, Power assisted (Electric), 5.5, MacPherson Strut / Multi-link Type," Coil Springs, Gas-filled shock absorbers, Stabilizer bar", Alloy Wheels, 235 / 50 R21, 235 / 50 R21, Alloy,, 65, 5, 4890, 1920, 1695, 2850,, 1965, 2, 5, 5 Star (Euro NCAP)," 10 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Front Passenger Knee, Driver Side, Front Passenger Side, 2 Rear Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Analogue - Digital ,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Dynamic, Front & Rear, Reverse Camera with Guidance, Analogue,No information,No information, Analogue,No information, Touch-screen Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information,No information, 21,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information,No information,No information,No information, Electric Tilt & Telescopic, Yes (Automatic Three Zone),No information," Two Zones, Individual Fan Speed Controls"," Blower, Vents Behind Front Armrest", Driver & Co-Driver, Electronic - Internal & Driver Door, 3,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information,, Leather, All, Heated and cooled," 10 way electrically adjustable with 3 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," 10 way electrically adjustable with 3 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information, With Cup Holder, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Chrome, Rear - Manual,, Body Coloured, Electrically Adjustable & Retractable,No information, Electric Opening and Closing, LED,No information,No information,No information, Intelligent, LED," LED on front, Halogen on rear", LED, Dual Tone,," Solis White, Dark Sepia, Black", Front and Rear,No information, Front & Rear,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information, Electrically Adjustable,,No information, 3, 100000, 6 Way,Lexus RX 350h Panasonic,No information, 8, 160000, 200,, Torque-On-Demand,No information,No information, Full, 60:40 split,, Illuminated,,No information, Cladding - Black/Grey,No information,No information, Bench,No information,,,,,,,,,,,,,,
6, Hybrid (Electric + Petrol)," Automatic (CVT) - 8 Gears, Manual Override & Paddle Shift, Sport Mode",,," 2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.4L T24A-FTS, 268 bhp @ 6000 rpm, 460 Nm @ 2000 rpm,, 2 Permanent magnet synchronous Placed At One motor each on front and rear axle, 86 bhp  292 Nm,"  Nickel Metal Hydride, 288 Volt,Battery Placed Under Rear Seats", AWD," Regenerative Braking, Idle Start/Stop, Pure Electric Driving Mode", BS 6, Power assisted (Electric), 5.5, MacPherson Strut / Multi-link Type," Coil Springs, Gas-filled shock absorbers, Stabilizer bar", Alloy Wheels, 235 / 50 R21, 235 / 50 R21, Alloy,, 65, 5, 4890, 1920, 1695, 2850,, 2100, 2, 5, 5 Star (Euro NCAP)," 10 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Front Passenger Knee, Driver Side, Front Passenger Side, 2 Rear Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Keyless, Analogue - Digital ,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Dynamic, Front & Rear, Reverse Camera with Guidance, Analogue,No information,No information, Analogue,No information, Touch-screen Display,No information," Android Auto (Yes), Apple Car Play (Yes)",No information,No information, 21,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information,No information,No information,No information, Electric Tilt & Telescopic, Yes (Automatic Three Zone),No information," Two Zones, Individual Fan Speed Controls"," Blower, Vents Behind Front Armrest", Driver & Co-Driver, Electronic - Internal & Driver Door, 3,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information,, Leather, Front only, Cooled," 8 way electrically adjustable with 3 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down) + 2 way manually adjustable (headrest up / down)"," 8 way electrically adjustable with 3 memory presets (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information, With Cup Holder, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Chrome, Rear - Manual,, Body Coloured, Electrically Adjustable & Retractable,No information, Electric Opening and Closing, LED,No information,No information,No information, Intelligent, LED," LED on front, Halogen on rear", LED, Dual Tone,No information," Dark Rose , Black", Front and Rear,No information, Front & Rear,No information,No information, Front & Rear,No information, Driver & Co-Driver,No information, Electrically Adjustable,,No information, 3, 100000, 6 Way,Lexus RX 500h Panasonic,No information, 8, 160000, 210,, Torque-On-Demand,No information,No information, Full, 60:40 split,, Illuminated,No information,No information, Cladding - Black/Grey,No information,No information, Bench,No information, Yes,,,,,,,,,,,,,
7, Hybrid (Electric + Petrol)," Automatic (CVT) - 10 Gears, Manual Override & Paddle Shift, Sport Mode", 15.4, 1263," 3456 cc, 6 Cylinders In V Shape, 4 Valves/Cylinder, DOHC", 3.5L 8GR-FXS V6, 295 bhp @ 6600 rpm, 350 Nm @ 5100 rpm," 354 bhp @ 6600 rpm, 400 Nm", 1 Permanent magnet synchronous Placed At Integrated with Transmission, 177 bhp  300 Nm," 44 kWh, Nickel Metal Hydride, 650 Volt,Battery Placed Under Rear Seats", RWD," Regenerative Braking, Idle Start/Stop, Pure Electric Driving Mode", BS 6, Power assisted (Electric), 5.7," Multi-link with air springs, adaptive and ride-height control"," Multi-link with air springs, adaptive and ride-height control", Alloy Wheels, 245 / 45 R20, 245 / 45 R20, Alloy, 430, 82, 5, 5235, 1900, 1450, 3125, 149, 2300, 2, 4,," 14 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Front Passenger Knee, Driver Side, Front Passenger Side, 2 Rear Passenger Side, 2 Rear Curtain)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information,No information,No information, Remote, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information,No information,No information, Dynamic, Front & Rear, 360 Camera, Analogue,No information,No information, Digital,No information, TFT Display,No information," Android Auto (Wireless), Apple Car Play (Wireless)",No information,No information, 6+,No information, Phone & Audio Streaming,No information,No information,No information,No information,No information,No information,No information,No information, Tilt & Telescopic, Yes (Automatic Four Zone),No information," Two Zones, Individual Fan Speed Controls"," Two Zones, Vents Behind Front Armrest, Individual Fan Speed Controls", Driver & Co-Driver, Electronic - Internal Only, 1,No information, Ventilated Disc, Ventilated Disc,No information,No information,No information,No information,No information, Leather, All, Heated and cooled," 24 way electrically adjustable with 3 memory presets (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down, extended thigh support forward / back, headrest forward / back, shoulder support forward / back, backrest bolsters in / out, seat base bolsters in / out)"," 24 way electrically adjustable with 3 memory presets (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down, lumbar up / down, lumbar forward / back, seat base angle up / down, extended thigh support forward / back, headrest forward / back, shoulder support forward / back, backrest bolsters in / out, seat base bolsters in / out)"," 16 way electrically adjustable with 3 memory presets (seat forward / back, backrest tilt forward / back, headrest up / down, lumbar up / down, lumbar forward / back, seat base angle up / down, extended thigh support forward / back, backrest bolsters in / out)",No information,No information, Front & Rear, Bench, Front & Rear, All, All,No information,No information, Body Coloured, Chrome, Rear - Electric, Electric, Body Coloured, Electrically Adjustable & Retractable,No information, Foot Trigger Opening/Automatic, LED,No information,No information,No information, Intelligent, LED, LED, LED, Dual Tone,No information," Black, Crimson / Black, White / Black", Front and Rear,No information, Front & Rear,No information,No information, Front & Rear,, Driver & Co-Driver,No information, Electrically Adjustable,No information,No information, 3,  100000 , 22 Way,Lexus LS 500h Luxury,, 8, 160000, 250, 5.4,,No information,,,,, Metallic,No information,,,No information,No information,,, Yes,No information,No information,No information, Chrome Inserts, Electric,,,,,,,,
